cave-name-ascii,min-altitude,max-altitude,length-nr,vertical-extent-nr,number-of-entrances-nr,record-id
Burley Wind Cave,,,,,,US-0f342b4c88e64d8d5534b4cbb0023568
Burnout Cave,,,9,,,US-a70777d21b98b5dc74ef9167fe3f2ee7
Burns Cave,,,341,,,US-7cb4ac406cb2d144fbbce74dfed08211
C10,,,,,,US-04ac32a58d117339bbf3285de92a28c3
C11,,,10,,,US-77d8d8b0b27f46f7e0ef966f5036dc38
C12,,,80,,,US-0979233aeda514eedcc09f29394957e6
C13North,,,,,,US-8da7c1cea5615cb76e0b5d25a2f58020
Cabin Cave,,,290,,,US-b62d1eafc58abbd06ae896879320ad56
CAD15_16 Cave,,,200,,,AU-b6a763c60f23ee02884f1755f90b5093
Cairn Cave,,,90,,,US-9f11480f8b3b1abf86c9e6065f4b9c0c
Caldwell Ice Caves,,,,,,US-aec5b807defcfedcad2c163b1457802f
Can Cave,,,216,,,US-5d6faf536320e56755cc528bf5f081ce
Can Cave,,,,,,US-d2199d9e32a412371922393357ed9840
Candle Cave,,,188,,,US-5de1f316a5d78d30277f92944e05b34b
Caninome Fuketsu,635,635,,,,JP-fec4c5c0912360e6055e7abdc3daada6
Cape Blanc Cave,,,,,,FR-fe84ea9f08517f6e64bbf9ac47adcb6c
Cape Kinau Lava Tube,,,134,,,US-3b6258c151729026ab9e57da4c8c7375
Captain Jack's Bridge,,,,,,US-0670d9da021d98f596aa298e16eb71e0
Captain Jack's Ice Cave,,,,,,US-94338ae2f62ee4b330c57730560dcda0
Caryl's Cave,,,295,,,US-969a769ba0db8397b34c9a266da51ae1
Castle Cave,,,,,,US-081389f21a5fa59718b005404214512e
Cat Box Cave,,,,,,US-30718196f5d2850717c2b6eb934160a7
Cat Cave,,,244,,,US-063c78c43577c5a0505f6d943c3f349a
Cat Skull Cave,,,962,,,US-87efd4ae980c0f9264fd0bcfd3fb324e
Catacombs Cave,,,2104,,,US-60b2a6a561dacbe4affb9184551890ee
Catlin Gabel System (collapsed),,,2700,,,US-b8b9f10679ae34e4e29fd64a3117f36e
Catwalk Cave,,,2427,,,US-420b2a61c80ca4e9af3202a31e2db5cf
Cave A,,,30,,,US-041591ccdd324bfb3deef52b0a88a841
Cave B,,,18,,,US-ee5f32d8be20f30acc5e033b4b4b82c4
Cave D,,,,,,US-9947836eef7aa7758b0471cd6bb06d7e
Cave Near Middle Butte,,,507,,,US-4c4f69cec312f9a083b07f90ebc84d04
Cave Next Door,,,213,,,US-7e60b6122c909060e1dbb4049a925a5e
Caverna de Bucanero I,,,567,,,EC-805d6f2aa21b95d28e090f6fa540e123
Caverna de Bueanero II,,,141,,,EC-c5e27884265ad647adebf7210b61b9d3
Caverna de Gallardo,,,2250,,,EC-9d63669ef9c185c6c2d91d2c778e7a3b
Caverna de los Gatos,735,735,286,,,AR-7fca2c85a5e23f6cfcc7bd6485c11030
Caverne Bateau,,,1910,34,,FR-4cf33b030a57def9fc84db38b254e07e
Caverne de la Riviere des Remparts,,,1000,,,FR-48ac50171e4d80a1f366bd3846ee256e
Trou de la Plaine-des-Palmistes,,,947,53,,FR-f918bc4a8f844318c6631d15ffc00495
Caverne des Fees,,,820,26,,FR-06ca914178beceeb3397df11ffbf8e73
Cellar Cave,,,67,,,US-2415d483cb85f98853dde43963b9ac04
Cemetery Cave,,,375,,,US-c4f77b2864437d216bbef7d2916f1cd3
Centashaft,,,173,,,US-c2f2926c11d24883628dcd249af95273
Central Passage,,,,,,US-4a2e3cd78c0231e5a1ff57070db3c374
Ceratinly-A-Cave,,,55,,,US-6b9c6ecad9020e7f88e06f3b8d7de004
Cerro Encierro,,,500,,,US-573f8bc15f55d4a050f69d7ad31af6a0
Chalk Cave,,,792,,,US-df8e4de40df7be035441ad2216e8b41a
Charcoal Cave #2,,,144,,,US-207e4fa9c2e3be1c1957ab989fb5bece
Charcoal Cave,,,,,,US-90cfb199ce40c314bf5037be809016d2
Charlie-the-Cave,,,,,,US-43ae090ba27f1c0e873bcee777efaaca
Check Out Cave,,,104,,,US-6b93b4a2ac05251d2df39ecd46419e10
Chest Cave,,,,,,US-b0e3e94d6fbd9010408983e8e3438963
Chikushu Ana,,,72,,,JP-9e6a9e76ec029dac10260497b2a37ec9
Chin Fue,,,450,,,CN-cc3860b3dd3e736e32c8059a75e1cfad
Jingfudong Lava Tube,1642,1642,742,94,,CN-88ab9b80b5b7dbd9558285236d7a3861
Fairy Palace Cave,,,226,,,CN-1df07d808595c4afc515d2a64b2ccc38
Waterfall Palace Cave,,,26,,,CN-e2ceefd4d27d343c63bb8e9a52b2c902
Weihuting Cave (Tiger Hall Cave),,,50,,,CN-N44E128C-003
Longyandongtian Cave (Dragon Rock Cave),,,,,,CN-c62a7e437e39cebb969f09d6ba142890
Shenshui Cave (Driven Water Cave),,,,,,CN-f1ace17cbfa7d1aaf8b5c0dd4d8cc9eb
Jimei Cave (Sisters Cave),,,,,,CN-3092c522ed350783a2098465eee514c2
Kanlianmiying Cave,,,,,,CN-fd17bd82340c1bbe27b4213d2b6d1724
Silidong Lava Tube,1201,1201,560,,,CN-0c3c522cc146ae5e35ab82361a44f18d
Christmas Cave,,,632,,,US-dbb97e5ed9ada45856aa0e039a6c2ed0
Chubby Bunny Cave,,,2205,,,US-6a30829938a72966bc352fefe4e6780b
Chuck Hole Cave,,,,,,US-NSS-611-105
Church Cave 1; Byaduk,,,200,20,,AU-ASF-3H-15
Church Cave 2; Byaduk,,,60,,2,AU-ASF-3H-16
Church Cave 3,,,25,,,AU-ASF-3H-17
Cima Cave,,,85,,,US-ea1071e0e9e05da3986a8a0c6d5b11b9
Clague's Cave,,,1390,,,US-23f2aa084652ebed2947f3ad5eeed9b4
Classic Cave,,,964,,,US-9a4176029e4e5f9f22c32cf28276911c
Rusty Barrel Ice Cave,,,,,,US-165501f4c98359d7b62391f837e32d75
Clay  Cave North,,,,,,US-948871fb61ba2562a0f764a23cc9e52d
Clay Cave South,,,408,,,US-c54abb55948806a23f7bdaf2940562e2
Clearcut Cave,,,30,,,US-9175e712f965c35eaed235cc4bf1ca8f
Cliff Cave,,,15,,,US-aa897b95af2fb3e66df97dc5ef153cb3
Cnt. Pass. Freudian Complex,,,,,,US-f05307e60750be86d042d9478c27b563
Cody Borehole,,,1284,,,US-e26a520bea3a73a8408f4620c7b6bd16
C.O.G. Cave,,,244,,,US-NSS-633-21
Coke Bottle Cave,,,33,,,US-2c27c4e3901b7936a0e4ebb86627903f
College Cave,,,25,,,US-582dd840995595b62b81228509aa6044
Column Cave,,,46,,,US-8aa7c51df69fc0fe0e238ab2501620ed
Condor Pit,,,180,,,US-6f8ee06d36574650c46fabee32131e1c
Cone Pickers Cave,,,30,,,US-5c4fa0cc299a55f23851c66455686336
Cooper's Cave,,,,,,US-50fb6a27566c83e822929de4ac8ce51f
Copper Rock Cave,,,,,,US-6edcb88c437e3d973909231c03ef9b31
Cougar Cave,,,45,,,US-f5d4d80bd29f1056336225eb12e0b02e
Cougar Den Cave,,,,,,US-NSS-633-42
Cox Ice Cave,,,,,,US-9d8123638664b61a02059f4662132bf3
Coyote Cave,,,30,,,US-d8d55f08daa85070e14cbc4d87e601c8
Coyote Trap Cave,,,45,,,US-4dd6376656a63c096729c8655fd009d2
Crab Walk Cave,,,24,,,US-2a2dd851ccae1c7458aca194842ad6bf
Craig Cave,,,550,,,US-fa2662fcbff239c66838cb9d27c2cc16
Cranefly Hole,,,54,,,US-5cd3ac9237fd08ed651dc466f81603d9
Crawfish Cave,,,,,,US-ea1af7d4d1b65455bed70fa8cd22b269
Crystal Cave,1524,1524,540,30,1,US-6ba6c59dd42aa1cdbaadfd0b880831a2
Crystal Cave,183,183,,,,US-cee76d4ceb1b9d5350ae639ef97ba2cb
CSH Site 17 Cave,,,200,,,US-1980c98ca2c56ef4d04af9931644c7ee
Cueva de la Bahia d C/I,,,202,,,EC-548db637ddbf693e7e2d9a080545cb59
Cueva del Bucio,1100,1100,116,30,1,ES-73436b09611f6b5fc0d80cd9da3dffa2
Cueva Buzanada,,,100,,,ES-125de979d5e0c38c9ecb24dee9be9c3f
Cueva Cabeza de Perro,40,40,68,2,,ES-e6d43d223bae4611b08cb927f954fa01
Cueva de Amara Pango,,,150,,,ES-4f52fdaaeadb9f567a17fac0f659f1a9
Cueva de Andres,,,205,,,EC-30d024be69e5a8a3aa852ec4e56063e4
Cueva de Arafo,600,600,110,8,,ES-9286665524c1ddb843f7496484b55565
Cueva de Benisahare,420,420,327,24,,ES-c8d1f48d64253bc3ef367770d9388b30
Cueva de Canada de los Pastores,,,1882,43,,MX-83614b4ff2be78caa9dcc2138f231829
Cueva de Chiguergue,840,840,1000,,,ES-bf3ecc97f252cd760aab9afd3ebf1fc3
Sistema Chimalacatepec,,,1388,201,,MX-0176a37a3a2343b76787fe1fc7869e19
Cueva de Cuaclo de las Mo,,,80,,,ES-41af69f0879a28464f91486753f3d6ed
Cueva de Don Cesar,480,480,56,4,,ES-2b1d49e63ba53c9fd24252c8766eae4f
Cueva de Don Justo,,,6315,140,,ES-00259bdabb0744cb577e989b66d7e425
Cueva de Tacoron,500,500,334,,4,ES-343b26ab5a7ecda51fd2ff47b200d24c
Cueva de La Curva,400,400,141,,,ES-f3d7dc31bc29d36f1d31a263026f51d0
Cueva de Don Marcelo,,,1268,62,,MX-b1c85f99f96cc958d9bcc23a11d089e6
Cueva de Dona Macaria,,,420,27,,MX-7a9f5ff19eb28f520589f33f12533708
Cueva Chica de Macaria,,,126,9,,MX-f4565f04651412d319ccb10d95372434
Cueva de Eduardo,,,400,,,MX-e9bc135d4e51fd38923d86bc61c51c9b
Cuata Cave,,,281,,,MX-0f12ee99209f77622d62d502e8346f7e
La Madriguera de los Lobos,,,100,,,MX-66b9045ffdfee4826a04f57102133534
Cueva de Elena,,,677,,,EC-2c8a57c56e580e16ef46c37b25010f60
Cueva de Escondido,,,,,,ES-119f1c8fb2617aa383e978d61dd0095c
Cueva de Felipe Reventon,,,3000,,,ES-47dfa4760a06c3060ab46b4406d3b4be
Cueva de Gilberto Moncayo,,,590,,,EC-63a0b19b88c206be4f2f27e8721fbc0d
Cueva de Guajara,,,150,,,ES-2bfd95be1b8c7217bddf1a2220e5c17f
Cueva de Hoyo,,,247,,,ES-328688fcd774642745daff13ac10e9f4
Cueva de Huesos,,,750,,,EC-be76e6785565ab5242c9e46ab4be9f0c
Cueva de Kubler,,,914,70,,EC-f93a5086dde97526bab114cb0392bf8a
Cueva de la Amargura,620,620,43,3,,ES-0e8a38c91423b5f2d2edb0ea35e89c79
Cueva de la Bahia d C/S,,,43,,,EC-637f08be969d05e9577b3fb672f5da15
Cueva de la Cadena,,,114,,,EC-1298c271660152e9106b92b42d951baf
Cueva de Candelaria,60,60,125,4,,ES-3458cdc458efeedb2b45cdc227945326
Cueva de la Candelaria,420,420,680,22,,ES-313c7391c3af73393303c9c1b10ce3ea
Cueva de la Cruz,710,710,250,15,,ES-0471ffef8e56a9ed356f5ae67e01f8e3
Cueva de la Curva,,,80,,,EC-9089e1e99d08ac7f999fa8eba9f99c84
Cueva de la Finea Kastdal,,,2000,,,EC-9c42547ef6666d15f5eb725924ebaba3
Sistema Inglesia-Mina Superior,,,5145,54,4,MX-578f095164f6fc56cf50e2baff3faac6
Cueva de la Lechuza,,,60,,,EC-232b27e59a34563bdf8fcdf5f4c2db28
Cueva de la Miconia,,,276,,,EC-27c8c6bb601f4cbc2c211f7997c7a1c0
Cueva de la Plaza de Toros,440,440,268,5,,ES-cc8d31ee5b078f9d4fd67328eed91995
Cueva de la Refineria,25,25,100,,,ES-4aaaa1edaa46303e4c52d25c6b262262
Cueva de la Senora Columb,,,47,,,EC-652444e7df75e3f2ab085331a7950403
Cueva de la Ventana,,,268,15,1,MX-01bf91cc20a7528db66799b28b502560
Cueva de las Abejas,720,720,43,2,,ES-1b1994da0f4803823b8a79872322478c
Cueva de las Eras,,,80,,,ES-a4f385e784ff542ada388c64185a0f0c
Cueva de las Huesitos,,,1792,18,,MX-7837ba49343ed2f7b0540705d6060fbe
Cueva de las Jordis,,,46,,,ES-1f0a20c84fd3b69e86d93a346c6829ab
Cueva de los Palmeros,,,181,,,ES-LP/FC-9
Cueva de los Conejos,,,30,,,ES-LP/FC-5
Cueva de la Fuente de La Canaria,,,237,,,ES-LP/MZ-3
Cueva de los Cuicillos,,,976,14,,MX-ea2f4f2d7323175f205742192f0b557a
Cueva de los Naturalistas,,,1660,,,ES-LZ29
Cueva de los Pardelas,,,180,,,ES-e1fd07873552ebf3583244d9a5006dd4
Cueva de los Roques,2160,2200,1048,,4,ES-40ecacf8fd9a71f998c37c3a7e2e8b12
Cuevas Negras,2175,2250,420,85,,ES-095a76e288771795e127286732c640a7
Cueva de los Secundarios,,,,,,MX-0cca94b30cfb3d044df06d4d557422c2
Cueva de Los Valencianos,560,560,48,22,,ES-92b856e53a7ebc6e6132d5f92bbd70d1
Cueva de los Verdes,,,9995,273,,ES-2f9f08180eef7bd60bfd8ff4f08d7f25
Cueva de Macas,,,92,,,EC-d4831c987965951d7d7c49b793c342c7
Cueva de Maestro Pepe,625,625,65,2,,ES-cccd917a40eed3a81884cef87e80bcae
Cueva de Marcelo,,,408,,,EC-f9591b34fa63e6375ea5d4dc1428ead8
Cueva de Mauricico,,,193,,,ES-6799b1d3b1d794a41aeea73788e04b18
Cueva de Miguel Angel Ari,,,500,,,EC-f52b5cd3789631cb8d2153f69544c4eb
Cueva de Punto Blanco,30,30,248,7,,ES-99999c613e40945669732517d1ecd62b
Cueva de Raul Aquirre,,,115,,,EC-5bd2da1ed6b95b469a94a1b3fb904c79
Cueva de Rovalino,,,50,,,EC-2023f4028a106e4c6def2c873aff29b9
Cueva de Samara,,,100,,,ES-bf29b69077e0744d70008ac422af65a8
Cueva de San Andres,1000,1000,390,,,ES-16b8519a846e3ee9da467a1cdc1be48f
Cueva de San Marcos,30,99,2130,,2,ES-be1a59a657a2e92dec809c9be5722030
Cueva de Sucre,,,355,,,EC-1ab67d5bb62a97678e14341cf4e00759
Cueva de Tatamasquio,,,,,,MX-d71afa72c5942d06ab96a41eb5ced760
Cueva del Acantilado,,,401,,,ES-dce490f83d8fc2630627b4ac1a963710
Cueva del Aire,,,1038,87,,MX-ac62beaa9b6655f308a11f90ba2ecef9
Cueva del Arbol,,,1480,118,,MX-bc14a3a5528a99a01f8275946f463787
Cueva del Becerril,,,100,,,ES-45187b19f29be4da3c0472a5c018d3cd
Cueva del Bucio,1100,1100,149,30,,ES-54dc6d233bc269783f6b9d1389ff83a9
Cueva del Bujeno,380,380,50,,,ES-303eaa7c1700900858061a5e69bdbe4b
Cueva del Cascajo,,,3010,,,EC-d239c4df468fb170fe51422b9ad6ec69
Cueva del Cocodrilo,,,725,,,MX-2295c2fb9f97c765b98969cd480283d1
Cueva del Conchero,,,100,,,ES-a603696db02ccfe5d466d4890a860b9c
Cueva del Crater de Sal,,,350,,,EC-609e9a4d1205c64064f531e61e865ead
Cueva del Diablo,,,2020,70,,MX-7201e5acf402fa501100e9621a1fa258
Cueva del Ferrocarril-Mina Inferior,,,6538,90,10,MX-95d1013e4757e2b49bf40cb8dab3bf98
Cueva del Naranjo Rojo,,,671,32,,MX-58bfe0ec8bc02c0415901b0a85146c38
Cueva del Gato Feo,,,175,,,ES-fdbcd0702979ae1fdd35477567ff02ae
Cueva del Judith,,,133,,,ES-e41a54b8a3e09cd67403560613d0c20a
Cueva del Llano,,,488,,,ES-a25383c65363a8d22cb0ce7a26d01ab1
Cueva del Metra,200,200,185,4,,ES-dcca9f7d4ae82831c56192121e91f33f
Cueva del Miedo,,,100,,,ES-1d42bdfcb6d8f0d5a07cd00d5e47ea3d
Cueva del Novillo,,,136,13,,MX-6d0485b15e394f4af0868b8cca277e95
Cueva del Pinzon,,,110,,,EC-3d025dc5493108fb5203a0a61b981279
Cueva del Potrero,,,,,,MX-a9c994b5ce79ab13d7c8fa120a14b59a
Cueva del Refugio,1275,1275,22,,,ES-7e39fab7710d4ac29ec8b2458abb3a16
Cueva del Salvial,,,796,14,,MX-bf6e9122a3b10ea236a764dfc34492c9
Cueva del Valle,,,163,,,ES-c589189015bf4b597c68f62de69a7350
Cueva del Viento,625,625,17032,478,,ES-7a16bf26a547c98e604915188c2ccf93
Cueva del Volcancillo,,,685,139,,MX-24474df5b07803fad19717af8abc131f
Cueva del Rio Huichila,,,625,,,MX-3a67d489f6b93fd316bfc51df85c294a
Cueva de El Tirantes,,,278,13,,MX-49e8255aa947289b398c57f4c51ff4dd
Cueva de Tengonapa,,,477,62,,MX-685a535467c220afe8643480f768d975
Cueva Dona Otilia,1898,1898,838,,,AR-2c91de573a95747d231f45cc52af428c
Cueva del Tigre,,,300,,,AR-cb44ad968467a4c87a3495ac42cb0a89
Cueva del Tigre,,,206,41,,MX-841ec1cf18e2ed115612ff6dc60ef178
El Abrigo de el Manzano,,,11,,,AR-62521e0ec47eca8718f1eea24056dd7d
Cueva Fea de Arico,1620,1620,55,2,,ES-608a937d9b4827f902b02abf5867aee1
Cueva Grande de Orchilla,,,100,,,ES-99d4f7645c5497f675194f0cc0d3ac84
Cueva Honda de Guimar,100,100,100,,,ES-10965ad0235f397b6eafd50a8071fd54
Cueva Harrouth 32,,,87,,,ES-527b790a10eecd5806fb535b7fa51e25
Cueva Huevos,,,101,,,MX-9a7f914608cdc7fcb83f0656ba43c4bc
Cueva Iztaxiatla,,,,,,MX-bc3e7f2409344cb2403b6a8d5bbe8a9f
Cueva La Alada,,,264,,,AR-b403d0ee8602ed513a356cae6d9af689
Cueva Labrada,1000,1000,236,12,,ES-00f979bebca6f9e8f144842334075dd2
Cueva Las Mechas,1000,1000,246,9,,ES-f656c2900541167f6a855d432dafd8fe
Cueva los Viejos,,,70,,,ES-28d002b3a28852401c8e35d2f9264191
Cueva MPT,,,94,,,ES-62b6eda8977002514df206db456374d2
Cueva de Pepe el Chico,420,420,158,14,,ES-5c544c9765b73d2eec85b0a7d4acae97
Cueva Roja,,,200,,,ES-37a9ff29f666863f06dfb3ab02bfac7e
Cueva Roques Blancos,,,70,,,ES-2259996868deb17c5c5788c57fd1bd1e
Cuevas de Guinea,,,57,9,,ES-33ccbeb40b5e2ebdcafb909b381a6f44
Cuevas de la Lechera,,,,,,ES-4d59833884b24c092542138872829d37
Cuevas de la Monteserrat,,,114,,,ES-20f917b3b34fcf735d52807c5fe46113
Cueva Grandes de Chico,1100,1100,350,,,ES-6b524cff0517e13c375140cb556b0450
Cuevo Labertina Lava,,,,,,MX-6c0844dcc80ce74dea96686f90ec76c2
Cul De Sac Cave,,,64,,,US-2926b673a555b050f0178c20e09b0041
Curly Creek Cave,,,373,,,US-aff175d65e48442e06fecb46627c2e45
Cut Nose Cave,,,,,,US-5647081584b532625c56965860409699
Cutrona Cave (Grotta Cutrona),1860,1860,870,97,,IT-SICT-1216
Grotta Petralia,138,138,518,21,,IT-SICT-1205
Cyrtandra Makai Cave,,,9,,,US-0395f4c21d30c778b05763b7134c89eb
Cyrtandra Mauka Cave,,,12,,,US-b1539ba0c33353a494b1514f934a99b5
Dainichi Ana,253,253,908,,,JP-1cb6f5f2b55e4a8299758aa4a444334c
Dalles Cave,,,,,,US-436ab6cad25fb344994e168bb6e92710
Dance Hall Cave,,,351,,,US-ed9d6e4d73f4e900168b2c3fe0cc4027
Dangerous Dan's Drop-off,,,11,,,US-fd1f1db78cf30731e69547c06bd84cf1
Darcy Cave,,,99,,,AU-ASF-4U-31
Dark Slope Lava Tube,,,20,,,GB-1132aed335d11ba1a23d50f36e9ee9d9
Datus Perry's Cave,,,583,,,US-626c603cb9a3b6c74e04a98772f1222d
Datus Perry's New Cave,,,416,,,US-5abc793d1fd9f2e54061ac0905c1ab9d
Dave's (North) Cave,,,50,,,AU-ASF-4U-26
Dave's (South) Cave,,,70,,,AU-ASF-4U-27
Davenport Cave,,,46,,,US-de1d2abec721a3cc7753cb7b57e29c96
Dead Bear Cave,,,1063,,,US-5a9e7a7168b11b95b77b6a8fae404b9b
Dead Horse Cave,,,,,,US-fc8798f70f1ddbe28fe3cadaec42ae9d
Dead Horse Extension,,,,,,US-24904dfe19c25df7f39f0121572fb577
Dead Man's Cave,,,,,,KE-434166bb47589a8a8eb3768994faa9ba
Dead Tire Cave,,,92,,,US-c7e01394b0be29fea35aab1959eb8f63
Deadhorse Cave,,,4402,,,US-1325bd7ac40e9ace14cf5357756d4712
Debbie Anderson's Cave,,,14,,,US-b401fbd94a6f6b46cbf7fbce14ccded7
Deep Ice Cave,,,45,,,US-8f08be62f69b9223360b671d8a666e52
Deep Trench,,,159,,,US-4cfae3e200b992da9c6751f977e2dd86
Deer Cave,,,91,,,US-9425924c5374c2df41385874ef1b39d9
Deer Mountain,,,6850,,,US-3d8763e5118ce6320f755596a5ff2be9
Deg Cave,,,187,,,US-f7c044b3d073e0ecb1a92faade996a96
Delcy Hole,,,,,,FR-0792b59a03f0dbde09b306db0c45248b
Dendrite Cave,,,69,,,US-9244ca122d0f1ace2a0dfde6936c2ef4
Derrick Cave,,,370,16,,US-7f4877108ff73938d7b2dfe0a41ba3bf
Devil's Kitchen Cave,,,,,,US-15689eb82cd80b8f80e49ce03aad3c8b
Dewdrop Cave,,,,,,US-3781f089abb347b5588eb3d9fa2bfbb6
Diamond Cave,,,,,,US-77a28154a4fa3f92fc70132a7a1692ca
Ding Bat,,,60,,,AU-ASF-U50
Dirfskuhellir,,,170,,,IS-7ea1c2626928fff50d917bd1258baf50
Dirty Cave,,,91,,,US-c34616711d8a6b13a5e409a038f26517
Distillery Cave,,,221,,,US-b6bf5fc70b38a58d969d3a4e5a9b71e9
Ditch Cave,,,100,,,US-db2187f0437e8d6beec1bc493559e962
Doc Bellou Cave,,,310,,,US-3b487ebdd5f507dbbb8275452fdde156
Doc Yoc Cave,,,20,,,US-11d8ab4817d890274c2a758f799de1e2
Indian Well Cave,,,,,,US-d181a78cb37ec4cb649d7e5c873ac864
Dodge cave,,,760,,,US-117c940517a451900a0776bf02724d61
Dogwood Cave,,,186,,,US-NSS-631-012
Dollar-and-a-Dime Cave,,,366,,,US-NSS-631-11
Donkey Cave,,,150,,,US-df6e5ef086326167148242c8c265fb2c
Doppleganger Cave,,,30,,,US-12553340e109aeacd2161ce662c977aa
Dot's Cave,,,91,,,US-4cc24822d27f74b2f758d90d4e4c0d30
Double Barrel Cave,,,,,,US-fe1bcf3e51306fec4e9ae9dfa3a45755
Double Cave,,,176,,,US-c2bc8efb70cf1d4e54db198602f00d52
Dragon's Head Cave,,,315,,,US-daeaff5489a04f878a7ea92c6df4dfc4
Drilahellir,,,225,,,IS-6215e6b3e2ea35ed75e51825233130a5
Dripping Lava Cave,,,600,,,US-c87f5433fb645e7fc29ae96e9e076a7f
Dry Creek Cave,,,457,,,US-NSS-633-27
Dry Creek Cave Annex,,,33,,,US-cc30e35d7fb6089a29241f066900a301
Duck Creek Lava Tube,,,3674,,,US-cfd0a771175c0e63f237c25c87c8593b
Duffys Old Still Well,,,,,,US-e6eb1b6ebf9f18ed54196bc3113ac8ee
Dynamited Cave,,,3763,,,US-NSS-633-50
Eagle Lake Ice Cave,,,53,,,US-5a378ff185dc924769cdb7dcda16df97
Upper Earthquake Cave,,,38,,,US-ee502727164d6c0d446f9368a069c124
Earthquake Cave,,,228,,,US-b30cf00347546621599ed5ae1a56d0e1
Lower Earthquake Cave,,,64,,,US-061535a81ab94758570946e75b305b58
Ectomonph Ice Cave,,,61,,,US-25e3e82ecb5009210d9ef9bbb2f0bf44
Edison Ice Cave,,,,,,US-NSS-611-1
Eldon English Cave,,,204,,,US-121f2e5a2548cc901e26f0ba3c473bf0
Eldon English Mauka Cave,,,170,,,US-5612c009c4fabcd240804fc5d68035cd
Elmer's Bridge,,,52,,,US-6496e5fc736e1a4371494fea401aa012
Elmer's Lower Bridge,,,68,,,US-E450
Elmer's Upper Bridge,,,105,,,US-E440
Epperson's Cave,,,,,,US-2dd78c16769fdc1d90a62574e8cf1a30
Eptesicus,,,42,,,AU-ASF-U39
Eureka Cave,,,150,,,US-09fc48d444deff182b92dc6b79167172
Ewamin,,,162,,,AU-ASF-U23
Expedition I,,,30,,,AU-ASF-U56
Expedition II,,,28,,,AU-ASF-U57
Fallen Arches Caves,,,,,,US-f7b20baf48c2e119d0062db3c1df97e0
Falls Creek Cave,,,2797,,,US-NSS-633-204
Fish Hatchery Cave,,,,,,US-e226c8ce9a8cf5c88ad44d175004d0cb
Falls Creek Falls Cave,,,296,,,US-cdf2d6a4aa1239d43a9290f383b80265
Far L.Pass. Freudian Complex,,,,,,US-f40006ecc743c332e9cda821a5aca0b6
Fern Cave,,,380,,,US-eb35688f5ff105ef2bdc121d13628076
Fern Cave,,,70,,,US-85e8bae0d9bbdfbc69b8f6a9b77a0347
Fern Cave,,,130,12,,AU-ASF-3H-23
Fern's Cave,,,1129,,,US-58780c80c9013d42e795e0a3f5923e39
Fillmore Ice Cave,,,,,,US-01b461b41727b9286df30677418500c4
Finis,,,,,,US-70bdba384b0278751d567ae01d6ca26b
Fire Pit Cave,,,,,,US-956769b06cbe71449f14b1b7f1c6106b
Firecracker Cave,,,96,,,US-NSS-633-51
Flashcube Cave,,,178,,,US-NSS-633-17
Flat Arch Cave,,,114,,,US-07c41a2b34062a2a6f596fa6c650887f
Flat Ceiling,,,80,,,AU-ASF-U63
Flodhellir,,,982,,,IS-83437bb2ec58a7d8479f611967a8d3be
Fleener Chimneys,,,66,,,US-1f1146026143c3e2a5dc7a327e84c7ea
Floki,,,1096,,,IS-0ed5c71cd41bbf211234144c444bc950
Flow Cave,,,102,,,US-5c91c49cdb1e87b9f7d11496e18c403f
Flower Pot,,,65,12,,AU-ASF-3H-19
Folgers Cave,,,1264,,,US-NSS-633-213
Forest Sink Cave,,,,,,US-b47df4e8ec04003242da91a5582fccda
Fortune,,,53,,,AU-ASF-U47
Fossil Cave,,,,,,US-1dc033f44f98eb96589d46dd9507e8e1
Four Pit Balcony Cave,,,465,,,US-e6e419424ef2a87528241e2588182c5c
Four Windows Cave,,,368,,,US-8aef56832a87ea3053361da5cd86f1eb
Framhaldshellir,,,40,,,IS-6f867b88f757749f9001961046ac5687
Frances,,,14,,,AU-ASF-4U-13
Friday Cave,,,,,,US-7691279c1ea6d7a668751f0a20879aeb
Frog Hollow Cave,,,43,,,US-NSS-633-07
Frog Pit,,,,,,US-NSS-611-113
Frozen River Cave,,,,,,US-ea717b0284a7befe83bf6ef8452cc9d1
Fudo Ana,,,125,,,JP-df79a77f4e43b81c229807ea4b96ec1c
Fugaku Fuketsu Cave,,,259,,,JP-914ded90671d0fe24fde70a462288119
Fuji Fuketsu No. 1,1110,1110,582,,,JP-d9b3f1d9627f8d60308c63e9768c0aeb
Fuji Fuketsu No. 2,1110,1110,57,,,JP-aab996676c840739d98a3d36b607536b
Fuji Fuketsu No. 3,1110,1110,52,,,JP-ab97871d1d993860bbe64765e03be1dc
Fuji Fuketsu No. 4,1110,1110,118,,,JP-f908e6c26b1b986311054ac7df394464
Fuji Fuketsu No. 5,1110,1110,143,,,JP-a917d7b2b4033d9307c5c81cac32d7d4
Fuji Fuketsu No. 6,1110,1110,60,,,JP-337a79358bd8621c19a32acb1acb0242
Fuji Fuketsu No. 7,1105,1105,130,,,JP-cfe3212bf6f063d418835d4f40009b7e
Fun Cave,,,33,,,AU-ASF-U49
Furna do Exnofre,,,,,,PT-5ed3d1f76b92d13afdd02566254fa484
Furna do Frei Matias,,,,,,PT-ff859a1f72d5739e649b6778db0a520c
Furuzutsumi-no-ana,,,5,,,JP-b886b980b7b87d8b332b49cf1aa2d96c
G Cave,,,,,,US-f103b5b916b54232cabf2a13f53d3ede
Gail Cave,,,120,,,US-7ffddb50e1326bfe42b577c39404bfcb
