cave-name-ascii,min-altitude,max-altitude,length-nr,vertical-extent-nr,number-of-entrances-nr,record-id
(Lopevi II),,,,,,VU-7a068428026850085139d818b26b58e6
Lost and Found Cave,,,,,,US-NSS-611-79
Lost Cave,,,202,,,US-9d6363c02bcad61f73504c8ef4f07e4a
Lost Cave,,,,,,US-NSS-611-6
Lost Cave,,,15,,,US-07c95d9f60441be8d66e0a71b7374852
Lost Jim Lava Tube,,,19000,,,US-8b81fe02c2bbe8c748fe9d25201f5cea
Lost Pinnacle Cave,,,,,,US-922594a5664050d1aef8ec30b5385729
Lost Snag Cave,,,582,,,US-f3bfe6196082bebe8529c40703b593f8
Lost World,,,74,,,AU-ASF-U37
Low Cave,,,45,,,US-9e36119c9238731b288ecb9af163d5fd
Lower Bird Park Cave,,,400,,,US-6e55a0d862f82a088c88c620ce441bd2
Lower Keauhou Trail Cave,,,1217,,,US-905daed1b60124cdc95d9858074bc41f
Lower Nahiko Road Cave,,,18,,,US-60f8c8a30f26c5c7af7f11a964921984
Lower Secret,,,70,,,AU-ASF-U68
Lower Uilani Cave,,,2804,,,US-cf178577a9a127f9398a46c54b56e6c9
Lower Waihoi Valley Cave,,,100,,,US-ee2805272d8e06e639e0f23d310433bb
Lower Wananalua Cave,,,75,,,US-35b492cca4069c0f5625b1d6a0edfc97
Lua Lepo,,,55,,,US-9eed2e6f2d17ec5fbdae1857697504a0
Lucky Star Cave,,,78,,,US-979b8b7240e497a4b470d3230d9ab0f3
Lykkjuhellir,,,340,,,IS-c87274af3d5fadf91ef30c3779a6f532
Madison's Cave,,,114,,,US-7fa2094cd9dad60c237de94375864d4a
Mado Ana,,,510,,,JP-6356c2e96ab4a2c867fc7cd307f99656
Mahogany Cave,,,,,,US-863bc3cd2138ff47057c77716a4754ee
Makai Cinder Cone Cave,,,35,,,US-65815f608ae9d6f2f51b22112f6ae4c4
Malama Cave,,,213,,,US-8e586c084c69de52ff1a86838dabe748
Lama Lua Cave,,,5523,188,,US-b78abf7a161d53e1bc003f2d526e410a
Pueo Cave,,,6500,,,US-3b7e7593b48b5035b20127e079343fdf
Two Owl Cave,,,5000,,,US-8e766548c12ccae4a3dcf321bf147a5f
Aluminum Ladder Cave,,,3500,,,US-9f99a6fbd3f8156ab659fd6b08d52572
Manu Nui Cave System (Big Bird),,,3700,352,,US-c0f5b755978f70bd0f6b930f4ecd620f
Malheur Cave,,,784,,,US-e8828b906eaccdccda011f3e04142b23
Mamashita Ana,820,820,155,,,JP-b87dfda3cc4ea84e98a9883cf24ac1d0
Mammoth Cave,,,2490,,,US-1c7129937eeed2ba455c25647dc936af
Mammoth Cave,,,408,,,US-38dde450d93de56f22197d985db0699a
Mammoth Cave,,,681,,,US-d94a20cca1c2d0fca057d192d00601a6
Man Eatin' Cave,,,261,,,US-9ca5045c859fccb5a355453bb8ce40f9
Manjanggul,120,120,8928,,3,KR-ca4d5f7842a3fe15c724dc6b7f555207
Manhole Cave,,,21,,,US-ecb1e1f757330132ba705128168408f7
Maniniholo Dry Cave,,,130,,,US-02d34f87c26872ca7978357438922ba1
Maraa Grotto,,,,,,FR-38dc81f49cd3331a222da3e713376933
Margin Cave,,,10,,,US-510cdd29aef599752d47bfb1eb56063c
Marty's Cave,,,75,,,US-45ecd3d75f1a74c430825ce0d485ddf2
Massey's Barn Cave,,,107,,,US-5422dd2dd1b0d28607f191d16401eb6a
Matargat,,,135,,,IS-577c648f578a2924b5edddc1e11e3b76
Mathaioni Cave,,,1900,,,KE-NGR-436547
Matthew Cave,,,40,,,AU-ASF-4U-32
Matz Ice Cave,,,,,,US-405863381bcf8832abd98334737a4a4f
Mauka Cinder Cone Cave,,,62,,,US-a08e111458c9800e05998f6f64f88c7c
Mauna Loa Strip Road #1,2440,2440,30,,,US-0ceb42f6ae6df059ec91c7068b01563e
Mauna Loa Strip Road #2,2040,2040,17,,,US-9a14387de6a978808c5afd88ef9a9b61
Mauna Loa Strip Road #3,1525,1525,70,,,US-90325de3e9cb3fa367ab42df5cb9d41e
Mauna Loa Strip Road #4,2130,2130,60,,,US-263c4d9bc2c94e75d93043e95c63e359
Mauna Ulu Cave Group A,,,,,,US-a22d585e11f8f29cc942b67c850385bc
Mauna Ulu Cave Group B,,,780,,,US-fc4335287d60c58970553f72a97bb3af
Mauna Ulu Cave Group C,,,468,,,US-240c94bad2e5c8cb9f398ca0920582c8
Mausoleum Cave,,,61,,,US-feb66d79e38ca49f3c9a4251d5df7ff5
Mayfield Ice Cave,,,400,,,US-132b88a0bc40e9f71a1cb2665dafdf58
Maze Cave,,,,,,US-58d41986ab96951622962aec3e5ffe8d
Maze Cave,,,549,,,US-e5eacee3f003c2c9361c92dd9107c256
McCloud Ice Caves,,,137,,,US-121ac6efd29fcce5526ca8f8ec17d949
Medicine Cave,,,56,,,US-119750c9762b105f6a3a31265efa77d8
Megane Ana,1210,1210,154,,,JP-2d877a98a010c5701c74bb2b1fca6292
Heijibara Fuketsu,980,980,107,,,JP-8f5bd56ff9723d10e645b393a84a44bc
Fuketsu,1300,1300,,,,JP-4df0817d935858ec2865dc836fba5800
Hato Ana,1195,1195,,,,JP-0cc97deff0b68896d98a7f129bcc6652
Merrill Ice Cave,1487,1487,198,18,1,US-b2b51b008a2d7d9d93ab48a3127eb67d
Metate Cave,,,,,,US-3a560615d820267a4dea668ce1567406
Metrecal Cave,1077,1077,442,,,US-c0bb67d4b942a9f18c5c900946300edb
Michon Gul,100,100,1714,,,KR-37f74359aa7a55b493c139738404aa0d
Midden Cave,,,,,,US-8396dfbdeb4812272f6773b9687d5752
Middle Butte Cave,,,735,,,US-9d93b2d87cbf7f14e1491a92c9d83271
Midway Caves,,,,,,US-b643b11f1782715734c46a1c5a7132d8
Mihara Fuketsu,675,675,27,,,JP-45a36b6750d4ad6765fbb24f770bcb76
Mike's Sink,,,43,,,US-3eab2be9159c27cac167c739895b45fd
Mikoshi,,,47,,,AU-ASF-U44
Millipede Cave,,,48,,,US-29d05c787e6896dd9ebfdd15694c35fa
Millipede Caves,,,30,,,US-dbe58c9bb2fa6fca4f9044f59cfab88b
Mint Cave,,,,,,US-ee4bf0cd0f1c863c60f7069b5deb3504
Mishima Fuketsu Cave,42,42,299,,,JP-28137ff99e07c8048d00f85a07cefc33
Misplaced Arch,,,22,,,AU-ASF-U45
Mitentite  Hall Cave,,,,,,US-0becfa0ab454f1c7813f1b224fd88559
Mitsuike Ana,815,815,2202,,,JP-d3f027ddd663e2273d1e12a744d11d61
Mizonokuchiue Fuketsu,600,600,25,,,JP-77c9a4ac91d079f1d77c4677adcd0f02
Mizonokuchiue Komori Ana,600,600,15,,,JP-ab2160332b55757afd94ff0257031af4
Montimer's Cave,,,,,,NZ-4dc0372b9c8afa2836a53c426b4fd5be
Moon Cave,,,,,,US-1b1186cf1cc3788e05785c06eed118eb
Moonshiner Cave,,,148,,,US-3808f82eaa149c602042aaa9f83d7e58
Moonshiner's Cave,,,82,,,US-ce047b7d3e2a44f263b213aab60064c2
Mosquito Cave No. 2,,,18,,,US-f1997e1af067f1a214d01af6c851c8f1
Moss Carpet Cave,,,,,,US-5524ffc9edf5c220e97d8a31ca496c08
Moss Cave,,,,,,US-67bd329964d108b354a92ed9c44eef2e
Moss Cave,,,390,,,US-d95190735a59541e2a6343ecdd2106a7
Moss Cave,,,8,,,US-55ba0a65dc911886feca61df7cec527c
Mossy Fern Cave,,,300,,,US-5575f065f29d12462f5eced964ff47f9
Mostyn Estate Cave,,,137,,,MY-8dceadf0098977ff2bc18b72cf3c7981
Moth,,,9,,,AU-ASF-U53
Motosu Fuketsu No. 1 Cave,1140,1140,494,,,JP-e32b6cf993cc73239c08929d8a027f33
Motosu Fuketsu No. 2 Cave,1155,1155,236,,,JP-2a709c7095c14ead38bd702c895e40d9
Motosu Fuketsu No. 3 Cave,1135,1135,61,,,JP-745aee5d739f9fac9a32d45ce9a00a80
Motosu Fuketsu No. 4 Cave,1125,1125,32,,,JP-d69f9932de58ac365e2cb7c41dbc78e6
Motosu Fuketsu No. 5 Cave,1140,1140,49,,,JP-5d0c11ffb514e46764eb0d57987faef8
Motosu Hyoketsu Cave,,,68,,,JP-f9bb0c1ab5c0d62f64b1459036110bcc
Mouflon Cave,,,1015,,,US-c94b3238f754c5b8c360b42fa6ea6aba
Mount 'Eke Sinkholes,,,,,,US-165af86ffed00ca5594b6987febee9ba
Mounting Misery,,,,,,US-6ea61f7c398a26e8543211518311636f
Mt. Hamilton Cave,,,1190,10,,AU-ASF-3H-2
Upper Mt. Hamilton Cave,,,47,,,AU-ASF-3H-3
Mud Bath Cave,,,76,,,US-bfe8597d80eb5255ce565f5a9c371797
Mud Cave,,,523,,,US-3efcbc3ca09d6f46031fbed7c3afde71
Muddy Cast Cave,,,26,,,US-c12e40b15d56aa62357f760d1bf96555
Mumei-ana,,,,,,JP-5e50dc0b75c253e85fef3148b98d2e45
Munchkin,,,20,,,US-ca907639cc5966af684e245915045389
Mushpot Cave,,,235,,,US-2f8e84288bcfa448dce8f31643f39032
Mushroom Cave,,,30,,,US-d5c127c810456a8c73608862935635cc
Mushroom Cave No. 2,,,,,,US-35253515dbae7cabcd3d84d5b7954844
Mussard Cavern,2150,2150,,,,FR-0ae4f80f708c24aa98fa12587a41d625
Musty Cave,,,14,,,US-be3e7f400d5f060734a4c0ffc3b0d291
Muzina Ana,1095,1095,118,,,JP-2ae7dd2a78f9d8f2ed5721b1c679c826
NAD-02 Cave,,,58,,,AU-876fdd02f33b58a3cb40d98b23a0f2b9
Nagaobane Fuketsu No. 1,750,750,44,,,JP-b073376c503bb02d4446140ca478f77e
Nagaobane Fuketsu No. 2,750,750,20,,,JP-88cfe3b344a894afc73ec49b9e6ee910
Narusawa Hyoketsu Cave,1025,1025,156,,,JP-6d8a263701cde5196f0357254dcdb677
Narusawa Komori Ana No. 1,,,69,,,JP-69bc401425eae91b1a10ff6d640d45d1
Narusawa Komori Ana No. 2,,,70,,,JP-c21e70e71dacb475750e22cdbb2e9fde
Narusawa Komori Ana No. 3,,,40,,,JP-cd13a9fe7ae8535894f876295ff408b9
Narusawa Komori Ana No. 4,,,48,,,JP-75ab7cfed0ee583b41a2261d1660a186
Nasty,,,127,,,AU-ASF-U46
Natural Bridge,,,47,,,US-462b1943a7088e774987ad35fcef1c84
Natural Bridge Cave,,,,,,US-2f47e3290d5416775f51c39f28e786a9
Ntthagi,,,400,,,IS-efe20da503d95b931b5cff49bfcac2b8
Needles Cave,,,,,,US-6dad32b40cd2785b059aa4bef43a960b
New Cave,,,2179,,,US-c95ddeec5621d4f67cff7112174d0f22
Ngumut N' Gai,,,155,,,KE-a6c3a768cb822ffc599c22d20e894a8d
Nice Cave,,,,,,US-c124712cfd1f3ff9df9740dd954ca5b3
Nielsen's Cave,,,30,,,US-b1961b1a46ce6c519d9499b9e934cee7
Niskanen Cave,,,364,,,US-b4fc8bc9df84e1a562bc6c27e39d3549
Niu Burial Cave,,,100,,,US-5e4b1f1843551fb8a5868f3da902cc05
No Account Redmond Cave,,,15,,,US-63fc12e5f3dfa30f58ce825b590b604c
No-ana,23,23,413,,,JP-9cff1a218927422900c83a6431725481
No. 20 Bokku Fuketsu Cave,513,513,35,,,JP-0d09d9d11248497b6da5ef443fd495f0
No. 21 Bokku Fuketsu Cave,528,528,45,,,JP-d80ac30d99b28170d5ef3a91d54bc86d
No. 30 Gavin St.,,,,,,NZ-76ac42564a6dbef1decf17efc0f4c7d1
No. 81 Mt. Royal Ave.,,,,,,NZ-c3ea1a8e4ac61dc1e90931fc9611c5bd
N Hole,,,,,,US-899105ec1b9a149c64754efdf9115b11
North Bend Cave,,,,,,US-89553e9cffbf46bb7348cf9d64ae58f1
North Fork Cave,,,140,,,US-23db7216da92d270e0d1313ae5c15424
North Island Cave,,,68,,,US-0676c41fa1f85ee29c401687e04a6d52
North Tower Cave,,,123,,,US-d0aa7a74148854a0f5a3a9c5f867881b
Not Much Cave,,,,,,US-NSS-611-67
Notch Butte Cave,,,46,,,US-9b8bf23d3e84a25fa73127689f73fc3a
Nother Cave,,,79,,,US-0c58ac3b7771e57a4a6efbd3f518345b
Nyamulagira,,,,,,CD-ad679c5f84a103abc12438b737ed3d40
Obsenity Snake Pit Cave,,,34,,,US-4d896949280ac5dfe84aeaa6c4096e38
Obsidian Flake Ice Cave,,,,,,US-1f0f9174718c20e98fc09bb08c49b563
Octapuka,,,1002,,,US-08c21f4b5e3250661098645ca4d945b9
Octopus Cave,,,457,,,US-dcdc0e83bf013aca15f662c65bca7eaa
Offal Cave,,,682,,,US-fa4260b5c1bbae6d278dcd097e924bfd
Ohgawara Fuketsu,645,645,,,,JP-18bed6f703234114bd1dcb38545bb96d
Ohia Cave,,,3200,,,US-60d67fd7d9b8d7ba9a3ab974a4039a74
Ohmuro Fuketsu No. 1 Cave,,,95,,,JP-10fab4796ae555a32edfdd96f36256ba
Ohmuro Fuketsu No. 2 Cave,,,40,,,JP-c2760219f3ddb356f7f3fb06e51f31c8
Ohno Fuketsu No. 1 Cave,480,480,,,,JP-bffd1d82a7efb76cddd8c447effc6fb0
Ohno Fuketsu No. 2 Cave,480,480,375,,,JP-e03226107387228b6d859b1f457e1608
Old Mamalahoa Trail Makai Cave,,,34,,,US-03d6a0f5e7d6a1735849d1864c7e9da6
Old Mamalahoa Trail Mauka Cave,,,66,,,US-c4fb03584eedca156e062cbf1fe9b077
Ole's Cave,,,1768,,,US-NSS-631-029
Ollier Cave,,,50,,,AU-ASF-4U-8
One On Rick's Side,,,,,,US-23422ab56b64fc0d70d7ffd1e76a1430
One Station Cave,,,,,,US-58a331263589ea871ef5aaf33c6667c6
Oozing Red Puka,2630,2630,1090,,,US-baeed877d12b7bdb552c749c8dd581f0
Opera House,,,30,,,AU-ASF-4U-14
Orange Tape,,,527,,,US-36e3ea2b09ea9775d62fcf3e6940f3a9
Original Discovery Cave,,,,,,US-2b07365ce3a6fc6296aa89356b7ba1f5
Ouitabe Ana,10,10,70,,,JP-10bf2c95584d7d18301ee4278bc9cdaa
Outlaw Cave,,,1920,,,US-dc1558fef15ea38cbf1246580363bfaa
Overflow Cave,,,250,,,US-bdd5d26de0f198a1d71cd198025e9676
Overlook Cave,,,122,,,US-21e8edb1945c576c23cfac46658d4ced
Ovis Annex Cave,,,30,,,US-9e0c51704283b0a5e87d07054eea2b55
Ovis Bridge,,,25,,,US-d900cd64eed5275843133c0660f91c18
Ovis Cave,,,66,,,US-32adff602ecd9c2a0d5235025bc1bccf
Owl Cave,1402,1402,10,,,US-c7dd2f4e5692b54c5dc6b3c7fb64d076
Owyhee River Cave,,,472,,,US-90645aec81f7257c316633803d304358
P Line Ice Cave,,,230,,,US-a9025cefd1ef8b3f10f18771b5c393e1
Pa'auhau Civil Defense Cave,,,1001,,,US-d4f67d4d7b5e41ff212bc1dcbee73043
Packrat cave,,,26,,,US-f3165ccdb18cffaef55e8d15a105b315
Pahoa Cave,,,8200,,,US-83b5c05a1b1bc97ef92e2e8af0580842
Palima Point Area Caves,,,62,,,US-98c686c7457f181159609b46d0059c6e
Pallet Ice Cave,,,126,,,US-27c9e7b32a7d31a3671c01fbf551bdf7
Pango Ya Moshi,,,3000,,,KE-7ceba2d6a57668c214c7359a4d75301f
Panmure Cave,,,100,6,,AU-ASF-3H-5
Paradise Alleys Cave,,,300,,,US-3bc0906df27241896337276cba9808ac
Parwan Cave,,,300,5,,AU-ASF-3H-4
Pat's Cave,988,988,18,,,US-00ad9fd7664e48a96f8f3aced3241d42
Patton's Arch,,,,,,US-f4a3b6d2db0a3007d5b74d89ef827b91
O le Pupu Pu'e Cave,,,1110,,,WS-664b779d2e35983d905e062a90732133
Tafatafa,,,1800,,,WS-6aa58f4cb3ce2f39e099b913b68d62da
Falemaunga Cave,,,585,,,WS-407d0fac891e0eb1f46b9c93e9de903a
Falemauga Cave,,,545,,,WS-2431a6fcabb482a42ee7659630ab5f1e
La'auolola Cave,,,5047,170,,WS-285e6f9e104593c0905c274ff748cdc2
Peapea Cave #2,,,,,,WS-d3478a88d7b1a73451fd77dc31cb5aa7
Oloimoa,,,70,,,WS-2e7d0e9a3ba9706a7a1b4dcea7309744
Ana Pe'ape'a Tapuele'ele,,,370,74,,WS-9cad6f1f682566cbaea93cd8a3d50492
Pedro el Negro,,,1132,35,,MX-9d4dd73585d9fd56e521b45e19a1831e
Peninsula Bridge,,,,,,US-19a992c779fd6cc95e04690490ab2eda
Peter Cave,,,14,,,AU-ASF-U7
Peterson,,,102,,,AU-ASF-4U-15
Peterson Ridge Road Cave,,,74,,,US-c4321063dfe92363dd666003d3c9d556
Petite Riviere Cave,,,665,,,MU-4233c5a258d6c847ba5b415283149269
,,,520,,,MU-45016184f394d9e0c2f7244d7fcaf20a
Pont Bon Dieu Jardin Cave,,,400,,,MU-f9034ce835d3d00692a0379324781128
Camp Thorel Cave,,,1015,,,MU-c3c912acc6777f4b2b3dcf3f15b2ed4e
Trou Hirondelle,,,442,,,MU-3cd3a74d1851048892d0c39ee4f6c7f8
Surinam Cave,,,,,,MU-c8fe9e4e1ddf6e1414eddd57fdd3b016
Twilight Cavern,,,570,,,MU-PR18-30-31
Pica Ice Cave,780,780,15,,,US-60b29355765785e141fbd795751685ba
Pickard's Sink,,,580,,,US-NSS-633-08
Pickings Cave,,,1844,,,US-307c46f47486fef5fc4ca00fabb616e8
Picnic I,,,420,,,AU-ASF-U24
Picnic II,,,45,,,AU-ASF-U25
Pictograph Cave,,,549,,,US-c6ed3cf6d3ae62a585211853a06a268f
Pigeon Cave,,,300,,,US-a748d801d4565fe324996e683bf68d62
Pigeon Hole,,,,,,US-72241daf5ad4a5781eac4c7aca791708
Pillars of Hercules Cave,,,509,,,US-ade65fcb1c5442616f5fa5bf114f16dc
Pine Martin Cave,,,46,,,US-e44d76f87e9fd684fcd8a28fe4ee625b
Pinwill Cave,,,560,,,AU-ASF-4U-17
Pioneer Well,,,400,,,US-7b97a6520fe4e38677200686bc2b14aa
Thjohnappahellir,,,274,,,IS-0234271b4c09c57f21638ceda5b84ce1
Plains Cave,,,,,,KE-b7bcf9c5a8f3d9e57bbc50ffa2343943
Pluto's Cave,,,805,,,US-9759eba242564d35fa49924f874d47f2
Poacher's Cave,,,,,,KE-c64af97edc64dae164c5768999079f67
Polipoli Cave,,,914,,,US-04a332a3301e3971429c2e60b47687d0
Pond Cave,,,152,,,US-5f02dea6f31ad817b933dc0afd0d4be3
Ponderosa Arch,,,18,,,US-37e4852c5ac0825a95eff8b7f6abbbd5
Popcorn Cave,,,,,,US-6d88bd1dfe29e9292c48a1d08e13bd1f
Porcupine Butte Lava Tube,,,940,,,US-97f62486f66f111c97e882255c05995b
Porcupine Cave,,,35,,,US-95216865d83386b9195418a049fd9ffd
Porkey Cave,,,146,,,US-ce350f52a270299a7d28293ce1a4d5c9
Post Office Cave,,,2357,,,US-5e443ad2b8b4501df95fe6fadd19656b
Postal Rift Cave,,,,,,US-8538a11145dcc11e879b37baf987e801
Pot O' Gold,,,2250,,,US-c22e7d958266654282e60924a762ccfb
Powerline Cave,,,60,,,US-4da5790e01b776695f4b2b2b49fd3025
Powerline Trail Cave,2000,2000,100,,,US-4b62dd92c2e67c4ca67b10268d1db8cf
Prairie Ice Caves,,,1600,,,US-447a47dfdb7186a4f25b05853fc26053
Prince Albert Cave,,,760,,,US-9d1813198db59002cbdd4841978341f8
Prohibition Cave,,,68,,,US-797385e5a5d3232c348f9a04076906f7
Pronghorn 1 and 2 Caves,,,461,,,US-bfe16981c60e2b706af887bd322473db
Pronghorn 3 Cave,,,,,,US-d9a620c605510179c7240ed78a92d8c9
Pukalani Cave,,,2048,,,US-6cbff2d0fdf802decb66cc5876481b2c
Lino Cave,20,20,90,,,NZ-c33ab6a68f8699c4cc4c0a041bf3db80
Pumice Railway Cave,,,103,,,US-ecd70bfefe0ecf9239f009a4f006a6aa
Pupukea Cave,,,55,,,US-c324d76d18a696d4dda498c588c22678
Puu Mahoe Cave,,,100,,,US-facf78f61da67fc96f126fd05edff945
Puu Makua Cave,1463,1463,,,,US-37e3234ca151971da35dae570f53e235
Puu Naio Cave,,,453,,,US-439fd8fa02b3554e0005061342bb9ca2
Pu'u Wa'awa'a Ranch Cave #1,1250,1250,100,,,US-c1480e796dc731f4e50d984e5f667b01
Pu'u Wa'awa'a Ranch Cave #2,1250,1250,30,,,US-de62ccaf082816bace678fd0171ea710
Thvaeluhellir,,,522,,,IS-fac671f18ee71c787e6a7e293d3c27aa
Qara Tabu,,,,,,FJ-944bf58895d7408d6096b4ab94bbc816
QM,,,11,,,US-1d5269168791f265f675311542663958
QMC Lower Cave,,,,,,US-4642a0a712bdb39805435f8670a04e9b
Queen's Bath,,,112,,,US-bd3b527b1abdf8d5e7d466ffeb70da6e
Quill Cave,,,70,,,US-d86c7d045d100df8f4c4c36388e85441
Rabbit Cave,,,8,,,US-610aa3026ac0e424cc68b801ff070155
Rabbit Hole Cave,,,15,,,US-55e6b490aab038fbfaf3fc26c23af099
Rail Road Ballast Cave,,,30,,,US-b41bd46cfe168902422d995e7c10497a
Railroad Track Cave,991,991,30,,,US-dd32dd03c89de6497253d60a92729845
Rainbow's End Cave,,,2852,,,KE-fed3294e22202b74d1a176188227436e
Raleigh I,,,23,,,AU-ASF-U35
Raleigh II,,,30,,,AU-ASF-U36
Rangitoto Island Cave,,,76,,,NZ-27d4233c0a2129da1dc2e37854cac5f8
Rangitoto Island Cave (S),,,,,,NZ-2e8ab669961a80053ddfaac82b4fefce
Rat's Pit Cave,,,30,,,US-2163f1a70f1208f5bcc9d2e92c334dd8
Ratfalls Cave,,,30,,,US-56a79cc15b68a7eed8c17c83d0d5d430
Rattlesnake Cave,,,382,,,US-610e3340f0dc03a602290fdfcddfe89a
Rattlesnake Cave,,,269,,,US-00b640dd25e5d2891429a4258c9ff72d
Raudbogahellir,,,203,,,IS-4515300796a16b6303ea6e9c5c5aa333
Raudsteinshellir,,,730,,,IS-8c87c683fd56b6de0ba22d6294de32d1
Raufarholshellir,,,1360,,,IS-7d2a47dfc0136f82c8fb5efec0142a42
Raven Pit,,,,,,US-129888f56fb0a28a321d0ebaea091a1d
RC0,,,,,,US-9eaf78ad238312d7dd6445d8e51d2889
RC1,,,,,,US-0d0500874407a7e197ebda9d619d5570
RC2,,,,,,US-1c2c431d2489c63be35cdeea2de8770a
RC3,,,,,2,US-a41b2b3cf460fe1df44710f574dca5b8
Red Bird Cave,,,30,,,US-a5ced521e1225803915a08819cf6662f
Red Herring Cave,,,,,,US-70c3806c25ff43f01d94ba00a162057c
Red Tape Cave,622,622,107,,,US-506556ae5b2273166f6ba78164afd088
Redemption Cave,,,1000,,,US-71197c1b421fc5dc694d7caaa51d3abb
Rediscovery Cave,,,48,,,US-2df6e6dece8b68ee072d781c6919e241
Redmond Cave,,,183,,,US-6d93cb6af8c4665fb8fcbd0c2e2cebf6
Redmond Railroad Cave,,,180,,,US-93bd3e7c9118f4f196ef6557a1bb9a87
Refuge Cave Site 262,,,125,,,US-add2392483863c4376a409a70026dc8d
Refuge Cave Site B17-8,,,430,,,US-fcbb05b6ee4a27c3412d541904a980e7
Refuge Cave Site D8-33,,,330,,,US-846376718c3438c18575e67259ece0c5
Resurrection Cave,,,1039,,,US-41caf6c1c36fee53630f60b041b04846
Right Pass. Freudian Complex,,,,,,US-97f595826252ba40d1f9adcb48a9e88e
Ring Cave,,,77,,,US-7c3347c472cb8b517dea8d64fbc5fe16
Ringleader Cave,,,62,,,US-0fcc59b59ef34d84081d8e4a2d50145e
Risahellir,,,70,,,IS-94b187d486bc40fcc500de4e1466482d
Rjupnahellir,,,,,,IS-db1034c0b82813d1b79d9b3569a970ae
Road Cave,,,,,,US-c0f6dc2c44d267acde21d5c32b48f590
Road Cave,,,220,,2,AU-ASF-4U-28
,,,,,,AU-ASF-4U-29
Roadcut Caves,,,234,,,US-908af977956196cedc6bb175987ff1c6
Roadside Cave,,,153,,,US-7c00877927cf609a28b1a2f8f2952af2
Roadside Cave,,,116,,,US-a58d45cec4c4e8e564e6bc4294b89178
Roadside Cave Annex,,,16,,,US-450dac26dbbd1f0e52c48858667825c0
Roadside Cave System,,,248,,,US-7ecb8aa52185a8c0e819a77df64b42b7
Robin Cave,,,,,,US-5a705ba6b36f9885ac8ae7f3fc9c3b28
Rock Cave,,,,,,US-c55ab930cc5f4bcd1644699807cfcd97
Rockpile Cave,,,37,,,US-d85a3f612fb3179e63653107011f13b1
Rollerdome Cave,,,60,,,US-a6fc631b0ebd6eec730599b6778b0f1c
Romahah Cave,,,,,,SA-0f7dcf3bc60e96d5953b0e54537df1dc
Rooty Tooty,,,381,,,US-e34d3ce887d0006dfe20dbd5b9cd7fc3
Rose  Cave,,,30,,,US-cda9a91b2c79ab6943aa4187f8c12701
Round Mountain Lava Cave,,,12,,,US-55a27ae27bbfb95d33c016130168a1fc
Rubber Band Cave,,,52,,,US-c96739dc3be9d1fc2da56aa7611b42c7
Rubbish Cave,,,100,,,AU-0ca21ca481564756787c680675af388c
Rubbish Pit Cave,,,,,,NZ-34703ded26d3130ecd1e3ea31335893a
Rugu Cave,,,96,,,JP-e457e47dbbc951a0c9a9d8e98d8665b6
Russell Stewart,,,,,,US-2511ea52f6754960aaeaf0c481038763
Rusty Cave,,,827,,,US-63f97395b959003bfeed3485091978b3
Ryusei Do Cave,15,15,80,,,JP-ddb730dcadb2ee83382a34ca404270f0
S-1,,,,,,IS-175d5dc633dbc9d628fe24c33a3770d4
S-2,,,7,,,IS-013517b8c6f4744972c84873a8db93fc
S-3,,,181,,,IS-4b63909cbdac71e6236af03e340e74d2
Grillid (Cave S-4),,,137,,,IS-d9f2502a87fac18cff96a3c4a045957b
S-6,,,,,,IS-3dc685bc6f4b3bc045eceacd89e806cf
Saiko Fuketsu No. 1 Cave,,,72,,,JP-05ec356a5e1d33627b329cc70aeb53d4
Saiko Fuketsu No. 2 Cave,,,332,,,JP-737aadc1914c6e655f96c91a7ceb95f7
Saiko Fuketsu No. 3 Cave,,,41,,,JP-851548e82fb89c474eb4f180fd55bacd
Saiko Fuketsu No. 4 Cave,,,114,,,JP-3e46f207eb3edce9f3cae1b2c55f9de6
Saiko Fuketsu No. 5 Cave,,,142,,,JP-9b752cf2741a4e0cd2a3551641c46107
Saiko Fuketsu No. 6 Cave,,,32,,,JP-ac5e778676b648712ded86ce20082fba
Saiko Fuketsu No. 7 Cave,,,42,,,JP-e7ab6d51421ece8ac24066e81803b7b4
Saiko Komori Cave,925,925,386,,,JP-f644d9cc652f8a9c31dd916ed6bbedb5
Saint Agony's Cave,,,20,,,US-597101bd9fe7acef7860809331fbe7be
Saint Benoit Cavern,,,,,,FR-948bbd3232b13b01fb36df5488ed3c35
Sakishirazu-no-i-ana,17,17,397,,,JP-90e351a04ffb2ea9d1a7d88d935276a4
Salal Cave,,,180,,,US-8a6f0fd52ee75ddab0d78456d71bbb55
Salamander Cave,,,30,,,US-NSS-633-201
Salialevu Lava Cave,,,920,,,FJ-c027dd5731c61b4980c797539dec81a4
Samrunahellir,,,220,,,IS-3e538c8b8cb776b5b161f8f43e94e4d1
San,,,25,,,AU-ASF-U65
Sand Cave,,,302,,,US-794aea744848c675a9e674a152841c6b
Sand Cave,,,20,,,US-d0723fffcb9b82da0afdb695ab18db8a
Sandi,,,,,,IS-e5db0219851175d1aeb1a4125de3e384
Santiam Pit Lava Tube,,,,,,US-b0f115e79f0c4d12a3ce6bd19f38d599
Sarah Cave,,,11,,,AU-ASF-4U-6
Schonchin Cave,,,174,,,US-37419c6543a5cd9774243cbceaf102a9
Scotlands Lava Cave,40,40,160,,,NZ-4d77926afbff7cf87d01fce1e53440ea
Scott's Cave,,,158,,,US-a212c8285c83c0313f41559dfb29d313
