country-name,state-or-province,phys-area-name,principal-cave-name,other-cave-name,cave-id,latitude,longitude,altitude,length,vertical-extent,number-of-entrances,map-link,rock-type,cave-type,contents,comments,cave-system,branch-name,reference,cave-use,curation
"Korea, Republic of",Jeju province,Jeju Island,Susan Gul,Susandonggul Lava Tube,,,,110,4675,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=676; Ogawa (1993) http://www.vulcanospeleology.org/sym03/ISV3x11.pdf,,
United States of America,Oregon; Deschutes County,,Somersault Cave,,NSS-611-97,,,,,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1247,,
United States of America,California; Siskiyou County,Medicine Lake Highlands; Giant Crater,Sonja Wagit Cave,,,,,,122,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=550,,
Fiji,Northern,Taveuni Island,Soqulu,,,,,,165,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1214,,
United States of America,New Mexico; Union County,Capulin,South Black Jack Cave,,,,,,91,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1181,,
United States of America,Oregon; Deschutes County,Newberry Volcano,South Ice Cave,,,,,1530,280,,,https://rpif.asu.edu/LTdatabase/images/south_ice_cave.jpg; http://intheplaygroundofgiants.com/wp-content/uploads/2019/02/Figure-3A.19-South-Ice-Cave-map.jpg,basalt,lava tunnel,permanent ice,,,,"https://rpif.asu.edu/LTdatabase/result.php?RECNO=1315; Popa et al. (2012) https://doi.org/10.1089/ast.2011.0639; Greeley (1971) ""Geology of Selected Lava Tubes in the Bend Area, Oregon""",,
United States of America,California; Siskiyou County,Medicine Lake Highlands; Mammoth Crater,South Labyrinth Cave,,,,,,1134,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=595,,
Australia,Queensland,Undara,Speaking Tube,,ASF-U62,,,,25,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1402; Atkinson (2010) http://www.vulcanospeleology.org/sym14/papers/Atkinson.pdf,,
United States of America,Washington; Skamania County,,Spear Point Cave,,,,,,173,,,,,lava tunnel,,,,,"https://rpif.asu.edu/LTdatabase/result.php?RECNO=1677; Halliday (1963) ""Caves of Washington""",,
United States of America,Idaho; Gooding County,,Spider Cave,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1062,,
United States of America,Washington; Skamania County,Mount St. Helens,Spider Cave,,,,,,271,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1722; Greeley and Hyde (1972) https://doi.org/10.1130/0016-7606(1972)83[2397:LTOTCB]2.0.CO;2,,
United States of America,California; Siskiyou County,Medicine Lake Highlands; Giant Crater,Spider Moth Annex,,,,,,139,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=633,,
United States of America,California; San Bernardino,Pisgah; C Tube,SPJ,C13W,,,,,396,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=390; https://rpif.asu.edu/LTdatabase/result.php?RECNO=296; Harter (2009) http://www.vulcanospeleology.org/articles/pisgah.pdf,,
United States of America,Washington; Skamania County,,Splash Cave,,,,,,91,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1678,,
United States of America,Washington; Skamania County,,Squeaking Pika Cave,,,,,1027,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1679,,
Australia,Queensland,Undara,St. Pauls Cave,,ASF-4U-5,,,,30,20,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1403,,
United States of America,Oregon; Deschutes County,Horse Lava Tube System,Stairstep,,,,,,183,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1335,,
United States of America,Idaho; Fremont County,,Stalagpie Cave,,,,,,1250,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1048,,
United States of America,Washington; Cowlitz County,Mount St. Helens,Stan's Cave,,,,,,15,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1610,,
United States of America,California; San Bernardino,Pisgah; C Tube,Station 7C Cave,,,,,,,,,,,lava tunnel,,,,,Harter (1972) Proc. 1st Int. Symp. Volcanospel.,,
United States of America,California; San Bernardino,Pisgah; C Tube,Station 7A,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=397; Harter (1972) Proc. 1st Int. Symp. Volcanospel.,,
United States of America,California; San Bernardino,Pisgah; C Tube,Station 7B,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=398; Harter (1972) Proc. 1st Int. Symp. Volcanospel.,,
United States of America,California; San Bernardino,Pisgah,Station 8 Cave,S8C,,,,,31,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=399,,
Iceland,Myrasysla County,Hallmundarhraun,Stefanshellir,,,,,,1520,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=21,,
United States of America,Oregon; Deschutes County,Horse Lava Tube System,Stephens Road Cave,,,,,,35,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1329,,
Australia,Queensland,Undara,Stephenson,(U21) Arch 1,ASF-4U-21,,,,~156,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1404; ASF cave database,,
United States of America,Oregon; Deschutes County,Horse Lava Tube System,Stepladder Cave,,,,,,91,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1264,,
Australia,Queensland,Undara,Stevens Cave,,ASF-4U-16,,,,70,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1428; Atkinson et al. (1975) https://doi.org/10.1007/BF02597832,,
United States of America,Oregon; Deschutes County,Horse Lava Tube System,Stevens Road Cave,,,,,,31,,,,,lava tunnel,,,,,"https://rpif.asu.edu/LTdatabase/result.php?RECNO=1293; Greeley (1971) ""Geology of Selected Lava Tubes in the Bend Area, Oregon""",,
New Zealand,Auckland City,Three Kings,Stewart's Cave,,,,,70,183,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=159; Kermode (1994) https://doi.org/10.14945/00000324,,
United States of America,California; Siskiyou County,Medicine Lake Highlands; Lava Beds National Monument,Stinking Cave,,,,,,39,,,http://npshistory.com/publications/geology/bul/1673/images/fig14.jpg,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=596; Waters et al. (1990) https://doi.org/10.3133/b1673,,
United States of America,Arizona; Coconino County,San Franciscan; Mormon Butte,Stoneman Lake T.I.,Sheblos Cave,,,,,850,,,,basalt,lava tunnel,,Pliocene,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=250,,
United States of America,Oregon; Deschutes County,Arnold Lava Tube System,Stookey Ranch Cave,,,,,,186,,,,,lava tunnel,,,,,"https://rpif.asu.edu/LTdatabase/result.php?RECNO=1282; Greeley (1971) ""Geology of Selected Lava Tubes in the Bend Area, Oregon""",,
United States of America,Oregon; Deschutes County,Horse Lava Tube System,Stove Cave,,,,,,79,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1263; https://rpif.asu.edu/LTdatabase/result.php?RECNO=1342,,
United States of America,Washington; Cowlitz County,Mount St. Helens,String Cave,,,,,,18,,,,,lava tunnel,,,,,"https://rpif.asu.edu/LTdatabase/result.php?RECNO=1611; Halliday (1963) ""Caves of Washington""",,
United States of America,Washington; Klickitat County,,Butter Cave,,,,,,,,2,,,lava tunnel,periodic ice,,Butter-Stairwell Tube Complex,,"Halliday (1963) ""Caves of Washington""",,
United States of America,Washington; Klickitat County,,Cheese Cave,Big Lava Cave; Lava Cave; Spencer's Cave,,,,,628,,,,,lava tunnel,,was used for cheese storage,,,"Halliday (1963) ""Caves of Washington""",,
United States of America,Washington; Klickitat County,,Red Cave,Branching Cave; Spencer's Red Cave,,,,,,,,,,lava tunnel,,,,,"Halliday (1963) ""Caves of Washington""",,
United States of America,Washington; Klickitat County,,Stairwell Cave,,,,,,411,,,,,lava tunnel,,,Butter-Stairwell Tube Complex,,"Halliday (1963) ""Caves of Washington""",,
United States of America,Washington; Klickitat County,,Trillium Cave,Meat Cave,,,,,18,,,,,lava tunnel,,,,,"Halliday (1963) ""Caves of Washington""",,
United States of America,Washington; Klickitat County,Mt. Adams,Twidwell's Cave,,,,,, >90,,,,,lava tunnel,,,,,"Halliday (1963) ""Caves of Washington""",,
Iceland,,Eldhraun,Stubur,Short Cave,,,,,15,,,https://rpif.asu.edu/LTdatabase/images/Eldhraun_Caves.jpg,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=192,,
Japan,,Mt. Fuji,Subashiri Tainai Cave,,,,,2630,~20,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=123; https://rpif.asu.edu/LTdatabase/result.php?RECNO=174; http://www.vulcanospeleology.org/sym05gui/ISV5G09.pdf,shrine,
United States of America,California; Siskiyou County,,Sugar Pine Butte Ice Cave,,,,,,130,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=512,,
United States of America,Idaho; Power County,,Sullivan Cave,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1100,,
United States of America,California; Siskiyou County,Medicine Lake Highlands; Giant Crater,Sunbeam Annex Cave,,,,,,46,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=552,,
United States of America,California; Siskiyou County,Medicine Lake Highlands; Giant Crater,Sunbeam Pit,,,,,,147,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=553,,
United States of America,Idaho; Butte County,Craters of the Moon National Monument,Sunbear  Cave,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1035,,
United States of America,California; Siskiyou County,Medicine Lake Highlands,Sunnyside Tick Cave,,,,,,44,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=513,,
Australia,Queensland,Undara,Sunset,,ASF-U54,,,,30,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1405; Atkinson (2010) http://www.vulcanospeleology.org/sym14/papers/Atkinson.pdf,,
United States of America,Hawaii; North Hilo district,Hawaii (Big Island); Mauna Loa,Sunset Cave,,,,,,370,,,,basalt,lava tunnel,,Mauna Loa flow of 1855,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=930; https://rpif.asu.edu/LTdatabase/result.php?RECNO=919,,
United States of America,California; Siskiyou County,Medicine Lake Highlands; Lava Beds National Monument,Sunshine Cave,,,,,,142,,,https://rpif.asu.edu/LTdatabase/images/sunshine_cave.jpg,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=597,self-guided tourist cave,
United States of America,Idaho; Butte County,Craters of the Moon National Monument,Surprise Cave,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1036,,
United States of America,Washington; Skamania County,Mount St. Helens,Surprise Cave,,,,,988,90,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1723,,
United States of America,Idaho; Gooding County,,Survey Point Cave,,,,,,50,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1054,,
United States of America,Oregon; Deschutes County,Newberry National Volcanic Monument,Surveyors Ice Cave,Surveyor's Cave,,,,,,,,,basalt,lava tunnel,permanent ice,small lava tube,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1288,,
Japan,,Mt. Fuji,Susono Fuketsu Cave No. 2,,,,,125,121,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=124; https://rpif.asu.edu/LTdatabase/result.php?RECNO=178; http://www.vulcanospeleology.org/sym05gui/ISV5G09.pdf,,
Japan,,Mt. Fuji,Susono Fuketsu Cave No. 1,,,,,116,116,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=177; https://rpif.asu.edu/LTdatabase/result.php?RECNO=125; http://www.vulcanospeleology.org/sym05gui/ISV5G09.pdf,,
United States of America,Idaho; Caribou County,,Swan Lake Ice Cave,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1039,,
United States of America,Hawaii; Puna district,Hawaii Island; Kilauea,Swansong Cave,,,,,,140,,,https://rpif.asu.edu/LTdatabase/images/Swansong_cave.jpg,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=858,,
United States of America,Idaho; Gooding County,,Sweat Box,,,,,,46,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1053,,
United States of America,California; Siskiyou County,Medicine Lake Highlands; Mammoth Crater; Lava Beds National Monument,Symbol Bridge,Symbol Cave,,,,,45,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=615,self-guided tourist cave,
Hungary,,Bakony Mountains,Pulai Basalt Cave,,,,,,151,21,,,basalt,misc. type,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=163; Eszterhas and Szentes (2010) http://www.vulcanospeleology.org/sym14/papers/HungaryPt.2.pdf,,
United States of America,Washington; Skamania County,Mount St. Helens,Tadpole Cave,,,,,,,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1760,,
Japan,Nagasaki,,Takeno Ana,,,,,,130,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1177,,
Australia,Queensland,Undara,Taylor Cave,,ASF-4U-4,,,,108,14,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1429; Atkinson et al. (1975) https://doi.org/10.1007/BF02597832,,
Japan,Nagasaki,Fuku-jima,Trinuk-i-ana,,,,,17,80,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1167,,
Japan,Nagasaki,,Tshi-ana,,,,,25,40,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1164,,
United States of America,California; San Bernardino,Pisgah,Tea Cave,T,,,,,79,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=405; Harter (2009) http://www.vulcanospeleology.org/articles/pisgah.pdf; Harter (1972) Proc. 1st Int. Symp. Volcanospel.,,
United States of America,Idaho; Gooding County,,Tea Kettle Cave,,,,,,,,,,,lava tunnel,snakes,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1055,,
United States of America,Washington; Skamania County,,Techno-Nine,,,,,,936,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1680,,
United States of America,Idaho; Lincoln County,Tee-Maze cave system,Tee Cave,,,,,,1006,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1094,,
United States of America,California; Siskiyou County,,Teeter Rock Cave,,,,,,297,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=514,,
Syria,Assuwayda,Tell Shihan,Tell Shihan Tubes,,,,,,2000+,,,,,lava tunnel,,Holocene,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=258,,
Syria,,,Ariqa Cave,Aariqa Cave,,,,,562,,,,,lava tunnel,,less than 4kyr old,,,"Tawk et al. (2009) Proc. 15th Int. Congress Speleology, p724-729",,
Syria,,,Umm ar Rumman,,,,,,1615,,,,,lava tunnel,,,,,"Tawk et al. (2009) Proc. 15th Int. Congress Speleology, p724-729",,
United States of America,California; Siskiyou County,Shasta,Temple Cave,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=621,,
Australia,Queensland,Undara,Temple of Doom,,ASF-U48,,,,50,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1406; Atkinson (2010) http://www.vulcanospeleology.org/sym14/papers/Atkinson.pdf,,
United States of America,Washington; Klickitat County,Mt. Adams,Thanks Cave,Thanksgiving Cave,,,,,915,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1620,,
United States of America,California; Siskiyou County,,The Den,,,,,,18,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=515,,
United States of America,Washington; Skamania County,,The Goblet,,,,,,21,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1681,,
United States of America,New Mexico; Socorro County,Jornada del Muerto,The Hookworm,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1197,,
United States of America,Idaho; Lincoln County,Tee-Maze cave system,The One Frank Missed,Little Arch,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1095,,
United States of America,Idaho; Lincoln County,Black Butte,The One That Goes,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1081,,
United States of America,Hawaii; Puna district,Hawaii Island,The Puka Cave,,,,,,305,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=792,,
Australia,Victoria,Mt. Napier,The Staircase,,ASF-3H-25,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1590,,
United States of America,Idaho; Ada County,,The Tank,,,,,,122,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1000,,
Australia,Victoria,Mt. Napier,The Turk,,ASF-3H-24,,,,60,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1591; ASF database,,
United States of America,Washington; Skamania County,Mount St. Helens,Thermal Cave,,,,,396,45,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1724,,
United States of America,Hawaii; Hamakua District,Hawaii (Big Island); Mauna Kea,Kukaiau Cave,This Cave/That Cave; Kukaiau Piping Cave,,,,,1002,105,7,,,,,,,ThisCave; ThatCave,"https://rpif.asu.edu/LTdatabase/result.php?RECNO=946; Kempe and Werner (2003) https://caves.org/pub/journal/PDF/V65/v65n1-Kempe_et_al.pdf; Werner et al. (2002) NSS News, Dec, p346-353",,
United States of America,Oregon; Deschutes County,Horse Lava Tube System,Three Pines Cave,,,,,,30,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1325,,
United States of America,Washington; Skamania County,,Three Sinks Cave,,,,,,1105,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1682,,
United States of America,California; Siskiyou County,Medicine Lake Highlands; Giant Crater,Three Way,,,,,,133,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=634,,
United States of America,California; Siskiyou County,Medicine Lake Highlands; Double Hole Crater,Throughway Cave,,,,,,60,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=577,,
United States of America,California; Siskiyou County,Medicine Lake Highlands; Lava Beds National Monument,Thunderbolt Cave,,,,,,781,,,http://npshistory.com/publications/geology/bul/1673/images/fig14.jpg; https://rpif.asu.edu/LTdatabase/images/Labyrinth_lavabrook_mushpot.jpg,,lava tunnel,,,Labyrinth Cave System,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=598,self-guided tourist cave,
United States of America,Hawaii,Hawaii Island; Kilauea,Thurston Lava Tube,Nāhuku; Keanakakina,,,,1200,593,20,,https://rpif.asu.edu/LTdatabase/images/Kaumana%26Thurston_Caves.jpg,basalt,lava tunnel,,,,,"https://rpif.asu.edu/LTdatabase/result.php?RECNO=779; Kempe and Henschel (2009) Proc. 15th Int. Congr. Speleology; Wood (1981) Trans. Brit. Cave Res. Assoc. 8(3), 111-129; Halliday (1982) http://vulcanospeleology.org/sym03/ISV3x10.pdf",self-guided tourist cave,
United States of America,California; Siskiyou County,,Tick City Cave,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=516,,
United States of America,California; Siskiyou County,Medicine Lake Highlands,Tickner Cave,,,,,,442,,,https://pubs.usgs.gov/bul/1673/plate-3.pdf,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=639; Waters et al. (1990) https://doi.org/10.3133/b1673; Larson (1992) http://www.vulcanospeleology.org/sym06/ISV6x18.pdf,,
United States of America,California; Siskiyou County,Medicine Lake Highlands,Tickner Chimneys,,,,,,800,,,https://pubs.usgs.gov/bul/1673/plate-3.pdf,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=648; Waters et al. (1990) https://doi.org/10.3133/b1673,,
United States of America,Oregon; Deschutes County,Lava Top Butte,Tie Cave,,,,,,24,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1312,,
Kenya,Eastern Province; Machakos District,Chyulu Hills,Tindima Pot,,,,,,,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=698,,
United States of America,California; Inyo County,Crater Mountain,Tinemaha Cave,,,,,,53,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=439,,
United States of America,Oregon; Malheur County,Saddle Butte,Tire Tube Cave,,,,,,520,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1271; Ciesel and Wagner (1969) https://www.oregongeology.org/pubs/og/OBv31n08.pdf,,
Russia,Kamchatka,South Tolbachik,To-9601/02,,5536/16010-11,55.61883,160.17227,390,540,11,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1122; Weidmann et al. (2000) http://www.vulcanospeleology.org/newsletters/Vulcano26.pdf,,
Russia,Kamchatka,South Tolbachik,To-9603,,5536/16010-10,,,350,25,4,,https://rpif.asu.edu/LTdatabase/images/Tolbachik_9603.jpg,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1123,,
Russia,Kamchatka,South Tolbachik,To-9604,,5536/16010-9,,,350,25,4,,https://rpif.asu.edu/LTdatabase/images/Tolbachik_9604.jpg,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1124,,
Russia,Kamchatka,South Tolbachik,To-9605,,5536/16010-8,,,370,12,,,https://rpif.asu.edu/LTdatabase/images/Tolbachik_9605.jpg,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1125,,
Russia,Kamchatka,South Tolbachik,To-9606,,5536/16010-7,,,370,15,,,https://rpif.asu.edu/LTdatabase/images/Tolbachik_9606.jpg,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1126,,
Russia,Kamchatka,Tolbachik,To-9607,,5536/16010-6,55.60438,160.18297,370,24,2,,https://rpif.asu.edu/LTdatabase/images/Tolbachik_9607.jpg,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1127,,
Russia,Kamchatka,South Tolbachik,To-9608,,5536/16010-5,,,370,23,2,,https://rpif.asu.edu/LTdatabase/images/Tolbachik_9608.jpg,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1128,,
Russia,Kamchatka,South Tolbachik,To-9609,,5536/16010-4,,,390,97,3,,https://rpif.asu.edu/LTdatabase/images/Tolbachik_9609.jpg,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1129,,
Russia,Kamchatka,South Tolbachik,To-9610,,5536/16010-3,,,390,185,5,,https://rpif.asu.edu/LTdatabase/images/Tolbachik_9610.jpg,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1130,,
Russia,Kamchatka,South Tolbachik,To-9611,,5536/16010-2,55.61752,160.17295,390,22,2,,https://rpif.asu.edu/LTdatabase/images/Tolbachik_9611.jpg,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1131,,
Russia,Kamchatka,South Tolbachik,To-9612,,5536/16010-1,55.61888,160.18188,410,65,3,,https://rpif.asu.edu/LTdatabase/images/Tolbachik_9612.jpg,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1132,,
United States of America,Washington; Skamania County,,Todd's Cave,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1683,,
Micronesia,Kosrae,,Kosrae Island tube,,,,,,,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1136,,
Micronesia,Chuuk,,Tol Island tube,,,,,,30,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=686,,
Australia,Queensland,Undara,Tom,,ASF-U59,,,,34,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1412; Atkinson (2010) http://www.vulcanospeleology.org/sym14/papers/Atkinson.pdf,,
United States of America,Idaho; Butte County,Craters of the Moon National Monument,Tom Thumb Tunnel,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1037; https://mapcarta.com/N4928422575,,
United States of America,Idaho; Lincoln County,Tee-Maze cave system,Tomb North,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1096,,
United States of America,Idaho; Lincoln County,Tee-Maze cave system,Tomb South,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1097,,
Kenya,Eastern Province; Machakos District,Chyulu Hills,Tonsilectomy Pot,,,,,,30,,,https://rpif.asu.edu/LTdatabase/images/Tonsilectomy_Pot_Profile.jpg,basalt,lava tunnel,,Holocene,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=700,,
United States of America,Washington; Skamania County,,Too Dirty Cave,,,,,,91,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1684,,
United States of America,Oregon; Malheur County,Saddle Butte,Tooth Cave,,,,,,,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1218,,
United States of America,Washington; Skamania County,,Tooth Cave,,,,,,335,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1685,,
United States of America,Washington; Skamania County,Mount St. Helens,Trail Cave,,,,,,23,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1725,,
United States of America,Hawaii,Hawaii (Big Island); Mauna Loa; Kilauea Forest Reserve,Transect 1 Cave,,,,,1650,30,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=864; Howarth (1973) http://hbs.bishopmuseum.org/pi/pdf/15(1)-139.pdf,,
United States of America,California; Siskiyou County,Medicine Lake Highlands,Trapper Cave,,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=518,,
Australia,Queensland,Undara,Traves Cave,,ASF-4U-18,,,,67,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1407,,
Australia,Queensland,Undara,Johnson Cave,,ASF-4U-19,,,,125,,,,basalt,lava tunnel,,,,,ASF cave database,,
