country-name,state-or-province,phys-area-name,principal-cave-name,other-cave-name,cave-id,latitude,longitude,altitude,length,vertical-extent,number-of-entrances,map-link,rock-type,cave-type,contents,comments,cave-system,branch-name,reference,cave-use,curation
Austria,Salzburg,Tennengebirge,Eisriesenwelt,,1511/24,47.511,13.193,1657, >42000,407,,,limestone,,permanent ice,"surface area covered by ice 28,000 m^2",,,May et al. (2011) https://doi.org/10.5194/tc-5-81-2011; Obleitner and Spötl (2011) https://doi.org/10.5194/tc-5-245-2011; Spötl et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00013-9; Margesin et al. (2004) https://doi.org/10.1099/ijs.0.63124-0; Schöner et al. (2011) https://doi.org/10.5194/tc-5-603-2011,guided tourist cave,
Austria,Steiermark; Oberösterreich,Totes Gebirge,Schönberg-Höhlensystem,,1626/300,47.718,13.787,1459-1933,149123,1061,34,,limestone,,permanent ice,"perennial ice found near entrances of Feuertal-Eishöhle, Raucherkarhöhle, and Altarkögerlhöhle",,Feuertal-Eishöhle; Raucherkarhöhle; Altarkögerlhöhle,Spötl et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00013-9; https://hoehle.org/laengste-tiefste; https://de.wikipedia.org/wiki/Sch%C3%B6nberg-H%C3%B6hlensystem,,
Austria,Steiermark; Oberösterreich,Totes Gebirge,Feuertal-Eishöhle,,1626/18,,,1718,,,,,,,permanent ice,,Schönberg-Höhlensystem,,Spötl et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00013-9; Jansky (1986) https://www.zobodat.at/pdf/Hoehle_037_0168-0171.pdf,,
Austria,Oberösterreich,Dachstein,Dachstein-Mammuthöhle,,1547/9,47.534,13.708,927-1828; 1391 main entrance,67437,1207,21,,,,permanent ice,perennial ice near western entrance (Westeingang) 1391masl,,,Spötl et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00013-9; Plan and Xaver (2010) https://www.zobodat.at/pdf/Hoehle_061_0018-0038.pdf; Mais and Pavuza (2000) https://www.zobodat.at/pdf/Hoehle_051_0121-0125.pdf,,
Austria,Oberösterreich,Dachstein,Dachstein-Rieseneishöhle,,1547/17,,,1455,2000,70,,,,,permanent ice,,,,https://de.wikipedia.org/wiki/Dachstein-Rieseneish%C3%B6hle,,
Austria,Oberösterreich,Sarstein,Eisgruben-Eishöhle,,1611/39,,,1720 main entrance,213,97,,,,,permanent ice,,,,Spötl et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00013-9; Achleitner (1995) https://www.zobodat.at/pdf/Hoehle_046_0001-0005.pdf,,
Austria,Salzburg,Tennengebirge,Schneeloch,,1511/7,,,1450 main entrance,10319,1101,,,,,permanent ice,,,,Spötl et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00013-9; https://hoehle.org/laengste-tiefste,,
Austria,Steiermark,Schneealpe,Schneeloch,,1851/7,,,1450,721,68,,,limestone,,permanent ice,,,,Herrman et al. (2010) Die Höhle #61 https://www.zobodat.at/pdf/Hoehle_061_0057-0072.pdf,,
Austria,Steiermark,Hochschwab,Beilstein Eishöhle,,1741/2,,,1308 main entrance,,,,,,,permanent ice,,,,Spötl et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00013-9,guided tourist cave,
Austria,Oberösterreich,Sengsengebirge,Kraterschacht,,1651/24,,,1531 main entrance,,250,,,,,permanent ice,,,,Spötl et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00013-9; Weißmair (2011) https://www.zobodat.at/pdf/Hoehle_062_0027-0030.pdf,,
Austria,Salzburg,Tennengebirge,Eiskogelhöhle,Eiskogel-Tropfsteinhöhle,1511/101,47.49500,13.28922,2110,~4600,420,,,,,permanent ice,,Eiskogel-Richter-Höhle,,https://de.wikipedia.org/wiki/Eiskogelh%C3%B6hle,guided tourist cave,
Austria,Tirol,Tennengebirge,Hundalm Eishöhle,Hundalm Eis- und Tropfsteinhöhle; Hundsalm Eishöhle,1266/1,47.5450,12.0264,1515,264,55,,,,,permanent ice,,,,https://de.wikipedia.org/wiki/Hundalm-Eish%C3%B6hle; Spötl et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00013-9,guided tourist cave,
Austria,Salzburg; Grödig,Untersberg,Kolowrathöhle,,1339/1,47.72792,13.00858,1391,38000,1100,,,,,permanent ice,,Gamslöcher-Kolowrat-Höhlensystem,,Spötl et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00013-9; https://de.wikipedia.org/wiki/Kolowratsh%C3%B6hle,,
Austria,Salzburg,Untersberg,Gamslöcher-Kolowrat-Höhlensystem,,1339/1,,,,44003,1130,,,limestone,,,,,Kolowrathöhle; Gamslöcher; Salzburgerschacht,Die Höhle 57 (2006) https://www.zobodat.at/pdf/Hoehle_057_0090-0102.pdf; Die Höhle 61 (2010) https://www.zobodat.at/pdf/Hoehle_061_0102-0108.pdf; Die Höhle 63 (2012) https://www.zobodat.at/pdf/Hoehle_063_0032-0037.pdf; Neubauer (2010) https://doi.org/10.5038/1827-806X.40.2.4; https://hoehle.org/laengste-tiefste; Bieniok et al. (2011) https://doi.org/10.5038/1827-806X.40.2.4,,
Austria,Salzburg,Untersberg,Salzburgerschacht,,1339/69,,,,~6000,,,,limestone,,,,Gamslöcher-Kolowrat-Höhlensystem,,https://www.zobodat.at/pdf/HdN_9_0175-0183.pdf,,
Austria,Oberösterreich,Totes Gebirge,Schwarzmooskogel-Eishöhle,SMK-Eishöhle,1623/40,,,,5051,262,6,,,,permanent ice,,Schwarzmooskogel-Höhlensystem,,Winkler (2005) https://www.zobodat.at/pdf/Hoehle_056_0072-0076.pdf,,
Austria,Steiermark; Oberösterreich,Totes Gebirge,Nervensystem-Höhle,,1627/74,,,,6139,262,6,,limestone,,permanent ice,"polygonal sublimation crystals, ice hairs",,,Kalmbach and Spahlinger (1997) Proc. 12th Int. Congr. Spel. https://digital.lib.usf.edu/SFS0064378/00001,,
Bosnia and Herzegovina,,Treskavica mountain,Ledenica,,,,,,,,,,,,permanent ice,,,,Barović et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00014-0,,
Bosnia and Herzegovina,,Bobija mountain,Ledana Pit,,,,,,,,,,,,permanent ice,,,,Barović et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00014-0,,
Croatia,,,Ledenica Cave,,,,,,,,,,,,permanent ice,,,,Buzjak et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00016-4,,
Croatia,,Velebit Mt.,Puhaljka Cave,,,,,,,,,,,,permanent ice,,,,Buzjak et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00016-4,,
Croatia,,Velebit Mt.,Snjeguljac Cave,,,,,,,,,,,,permanent ice,,,,Buzjak et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00016-4,,
Croatia,,,Lukina jama-Trojama system,,,,,,,,,,,,permanent ice,,,,Buzjak et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00016-4,,
Finland,,Korkia-Maura Island,Korkia-Mauran Jääluola,Ice Cave,,68.8,27.6,~125,,,,,,,permanent ice,ice block level with Lake Inari; 15m long ice lake; 2008 report says it melted,,,Lauritzen et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00023-1,self-guided tourist cave,
Iceland,Myrasysla County,Hallmundarhraun,Surtshellir,Surtshellir-Stefanshellir Cave System,,,,,3500,,,,,lava tunnel,permanent ice,lava is about 1100 years old,,,Lauritzen et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00023-1; https://rpif.asu.edu/LTdatabase/result.php?RECNO=23; Hroarsson and Jonsson (1992) http://www.vulcanospeleology.org/sym06/ISV6x19.pdf,,
Iceland,Myrasysla County,Hallmundarhraun,Víðgelmir,,,64.75028,-20.80170,250,1585,,,,,lava tunnel,permanent ice,,,,Lauritzen et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00023-1; https://rpif.asu.edu/LTdatabase/result.php?RECNO=22; Mills and Wood (1972) https://www.shepton.org.uk/files/jnr/jnr_series_05_04.pdf; https://www.thecave.is/; Hroarsson and Jonsson (1992) http://www.vulcanospeleology.org/sym06/ISV6x19.pdf,,
Iceland,,Ketildyngjuhraun,Lofthellir,Lofthellir Ice Cave,KED-01,,,,370,,,,,lava tunnel,permanent ice,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=3; Waters (2006) http://www.vulcanospeleology.org/sym12/ISV12p08.pdf; Lauritzen et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00023-1,,
Germany,Bayern,"Hochkalter, Berchtesgaden Alps",Eisl-Schlucht,,,,,~1910,,,,,,,permanent ice,,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,"Hochkalter, Berchtesgaden Alps",Firnkegelhöhle,,,,,,,,,,,,permanent ice,short static ice cave,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,"Hochkalter, Berchtesgaden Alps",Hinterbergkarschlinger,,,,,,,,,,,,permanent ice,ponor cave,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,"Hochkalter, Berchtesgaden Alps",Eisfliegenschacht,,,,,,,,,,,,permanent ice,dynamic cave,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,"Hochkalter, Berchtesgaden Alps",Gipfelhöhle,,,,,2560,,,,,,,permanent ice,,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,"Reiteralm, Berchtesgaden Alps",Yetischacht,,1337/87,,,,537,194,,,,,permanent ice,50m high ice mountain,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,"Reiteralm, Berchtesgaden Alps",Schlundeisbergschacht,,1337/213,,,,,,,,limestone,,permanent ice,45m high ice mountain,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6; Wisshak et al. (2013) https://www.zobodat.at/pdf/Hoehle_064_0090-0105.pdf,,
Germany,Bayern,Reiteralm; Berchtesgaden Alps,Eisrohrhöhle,,1337/118,,,,,,,,limestone,,permanent ice,,Eisrohrhöhle-Bammelschacht-System,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6; Wisshak et al. (2013) https://www.zobodat.at/pdf/Hoehle_064_0090-0105.pdf,,
Germany,Bayern,Reiteralm; Berchtesgaden Alps,Eisrohrhöhle-Bammelschacht-System,,1337/118,,,,7861,496,,,limestone,,permanent ice,,,Eisrohrhöhle; Bammelschacht,Wisshak et al. (2013) https://www.zobodat.at/pdf/Hoehle_064_0090-0105.pdf,,
Germany,Bayern,Reiteralm; Berchtesgaden Alps,Zeller Eishöhle,,1337/5,,,,660,143,,,,,permanent ice,,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,Untersberg; Berchtesgaden Alps,Schellenberger Eishöhle,,1339/26,47.71333,13.00444,1570,3621,260,,,,,permanent ice,,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6; https://de.wikipedia.org/wiki/Schellenberger_Eish%C3%B6hle,guided tourist cave,
Germany,Bayern,Untersberg; Berchtesgaden Alps,Naturfreundehöhle,,1339/34,,,1800,,,,,,,permanent ice,,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,Untersberg; Berchtesgaden Alps,Cannstatter Schacht,,1338/183,,,1870,,,,,,,permanent ice,"vertical ice cave, massive ice floor",,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,Untersberg; Berchtesgaden Alps; Mitterberg,Eisbläser,,1339/246,,,1787,,,,,,,permanent ice,vertical ice cave,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,Untersberg; Berchtesgaden Alps,Rauchkopfschacht,,1339/228,,,1675,,,,,,,permanent ice,,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,Untersberg; Berchtesgaden Alps,Nordstörungstopf,,,,,1630,,,,,,,permanent ice,,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,Steineres Meer; Berchtesgaden Alps,Sockenschleuder,,,,,1958,,,,,,,permanent ice,,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,Steineres Meer; Berchtesgaden Alps,Leiterkopfhöhle,,,,,,,,,,,,permanent ice,,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,"Steineres Meer, Berchtesgaden Alps",Hocheggerhöhle,,1331/162,,,,253,89,,,,,permanent ice,,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,Hagengebirge; Berchtesgaden Alps,Enttäuschungsloch,,1335/195,,,2104,,,,,,,permanent ice,,Wildpalfensystem,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6; Menne (1992) https://www.zobodat.at/pdf/Hoehle_043_0040-0046.pdf,,
Germany,Bayern,Hagengebirge,Wildpalfensystem,,,,,1982-2104,,,,,,,,,,Canon; Enttäuschungsloch; Wandschacht; Gamsbemmerllabyrinth,Menne (1992) https://www.zobodat.at/pdf/Hoehle_043_0040-0046.pdf,,
Germany,Bayern,"Hagengebirge, Berchtesgaden Alps",Teeologenschacht,,,,,,,,,,,,permanent ice,,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,"Hagengebirge, Berchtesgaden Alps",Rutschbahn,,,,,,,,,,,,permanent ice,,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,Hagengebirge; Berchtesgaden Alps,Regenhöhle,,,,,,,,,,,,permanent ice,,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Germany,Bayern,Hoher Göll; Berchtesgaden Alps,Tabellenführer,,1336/187,,,,,295,,,,,permanent ice,,,,Meyer and Pflitsch (2018) https://doi.org/10.1016/B978-0-12-811739-2.00017-6,,
Greece,,Falakro Mountain,Chionotrypa cave,,,,,2080,,111,,,marble,,permanent ice,vertical height of ice sheet is almost 30m,,,Pennos et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00018-8,,
Greece,,Mount Olympus,Chionotrypa cave,,,,,2560,,26,,,,,permanent ice,,,,Pennos et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00018-8,,
Greece,,Tymfi Mountain,Provatina cave,,,,,,,407,,,limestone,,permanent ice,vertical pit; almost a single shaft,,,Pennos et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00018-8,,
Greece,,Lefka Ori mountain range,Skud cave,,,,,,,46,,,,,permanent ice,vertical pit,,,Pennos et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00018-8,,
Greenland,,northeastern Greenland; Odins Fjord Formation,U-Shaped-Cave,U-Tut Ilusilik Qaarusussuaq,,+80.376,-21.736,533 north entrance; 530 south entrance,95,,,,limestone,,,discovered in 1960,,,"Moseley et al. (2020) Cave and Karst Sci. 47, 74-87",,
Greenland,,northeastern Greenland; Odins Fjord Formation,Main Sampling Cave,Kodak Cave,,+80.37767,-21.74682,520,11,,,,,,,,,,"Moseley et al. (2020) Cave and Karst Sci. 47, 74-87",,
Greenland,,northeastern Greenland,Grotte des Quatre,Grottenfjeldet,,+80.08775,-22.56333,420,74,,4,,limestone,,,,,,"Moseley et al. (2020) Cave and Karst Sci. 47, 74-87",,
Greenland,,northeastern Greenland,Cairn Climb Cave,Inussuk Innartooq Qaarusussuaq,,+80.37756,-21.71019,540,19,,,,,,permanent ice,rear of cave blocked by wall of ice,,,"Moseley et al. (2020) Cave and Karst Sci. 47, 74-87",,
Greenland,,northeastern Greenland,Crystal Palace Cave,Aligoq Illussaarsuaq Qaarusussuaq,,+80.37739,-21.72585,604,48,,,,,,permanent ice,"ice stalagmites, hoar frost; rear of cave blocked by wall of ice",,,"Moseley et al. (2020) Cave and Karst Sci. 47, 74-87",,
Greenland,,northeastern Greenland,Lemming Cave,Narlumukaap Qaarusussuaq; Stig Strikes Again,,+80.38586,-21.81800,526,54,,,,,,permanent ice,"ice wall, hoar frost/ice floor",,,"Moseley et al. (2020) Cave and Karst Sci. 47, 74-87",,
Greenland,,northeastern Greenland,Crystal Kingdom Cave,Aligoq Kunngeqarfik Qaarusussuaq,,+80.41238,-21.6819,825,87,,,,,,permanent ice,impressive hoar frost; large hoar frost crystals; 30cm across,,,"Moseley et al. (2020) Cave and Karst Sci. 47, 74-87; Barton et al. (2020) Cave and Karst Sci. 47, 93-99",,
Greenland,,northeastern Greenland,Cove Cave,Kate's Cove Cave; Eqik Qaarusussuaq,,+80.25346,-21.93311,660,103,,,,,,permanent ice,"impressive hoar frost, ice stalagmites",,,"Moseley et al. (2020) Cave and Karst Sci. 47, 74-87; Barton et al. (2020) Cave and Karst Sci. 47, 93-99",,
Greenland,,northeastern Greenland,Swirly Cave,Sangujoraartoq Qaarusussuaq,,+80.38846,-21.78788,554,96,,,,,,permanent ice,,,,"Moseley et al. (2020) Cave and Karst Sci. 47, 74-87; Barton et al. (2020) Cave and Karst Sci. 47, 93-99",,
Hungary,,Medves-Ajnácskői Mountains,Sárkánytorok Cave,,,,,,52,,,,basalt,,permanent ice,,,,Eszterhas and Szentes (2010) http://www.vulcanospeleology.org/sym14/papers/HungaryPt.2.pdf,,
Italy,Lombardy,Moncodeno-Grigna Settentrionale,Voragine di Oltre M 40 Presso l'Ometto del Bregai,,LOLC-1586,,,2090,,515,,,,,permanent ice,,,,Maggi et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00019-X,,
Italy,Lombardy,Moncodeno-Grigna Settentrionale,Abisso di val Laghetto,,LOLC-1600,,,1823,143,126,,,,,permanent ice,,,,Maggi et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00019-X,,
Italy,Lombardy,Moncodeno-Grigna Settentrionale,Aibsso Nel Bregai Medio,,LOLC-1640,,,1930,,,,,,,permanent ice,,,,Maggi et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00019-X,,
Italy,Lombardy,Moncodeno-Grigna Settentrionale,Abisso Delle Spade,,LOLC-1648,,,2047,,,,,,,permanent ice,,,,Maggi et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00019-X,,
Italy,Lombardy,Moncodeno-Grigna Settentrionale,Abusso sul Margine dell'Alto Bregai,,LOLC-1650,,,2030,,,,,,,permanent ice,,,,Maggi et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00019-X,,
Italy,Lombardy,Moncodeno-Grigna Settentrionale,Grotta delle Condotte Freatiche,,LOLC-1739,,,2125,,,,,,,permanent ice,,,,Maggi et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00019-X,,
Italy,Lombardy,Moncodeno-Grigna Settentrionale,Abisso dei Marons Glaces,,LOLC-1809,,,2075,,557,,,,,permanent ice,,,,Maggi et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00019-X,,
Italy,Lombardy,Moncodeno-Grigna Settentrionale,Grotta del Pifferaio,,LOLC-1842,,,2140,,,,,,,permanent ice,,,,Maggi et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00019-X,,
Italy,Lombardy,Moncodeno-Grigna Settentrionale,Infermi nel Ghiaccio,,LOLC-1887,,,2065,,,,,,,permanent ice,,,,Maggi et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00019-X,,
Italy,Lombardy,Moncodeno-Grigna Settentrionale,Inferno di Ghiaccio,,LOLC-1904,,,2120,162,95,,,,,permanent ice,,,,Maggi et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00019-X,,
Italy,Lombardy,Moncodeno-Grigna Settentrionale,Holiday on Ice,,LOLC-1916,,,2144,70,48,,,,,permanent ice,,,,Maggi et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00019-X; Il Grottesco anno 2004,,
Italy,Lombardy,Piano delle Platigliole-Monte Scorluzzo,Grotta di Cristallo,,LOSO-3056,,,2780,39,20,,,,,permanent ice,,,,Maggi et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00019-X,,
Montenegro,,Prokletije Mountains,Ice Cave,,03110,,,1945,2057,451,,,,,permanent ice,,,,Barović et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00014-0,,
Montenegro,,Prokletije Mountains,03061,,03061,,,2034,572,207,,,,,permanent ice,the other branch is T5,03061-T5 Cave system,,Barović et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00014-0,,
Montenegro,,Prokletije Mountains,T5,,,,,2069,560,176,,,,,permanent ice,the other branch is 03061,03061-T5 Cave system,,Barović et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00014-0,,
Montenegro,,Prokletije Mountains,03061-T5 Cave system,,03067,,,,,,,,,,permanent ice,,,03061; T5,Barović et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00014-0,,
Montenegro,,Prokletije Mountains,Mining Cave,,03313,,,2019,2083,585,,,,,permanent ice,,,,Barović et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00014-0,,
Montenegro,,Prokletije Mountains,Ice Giant Cave,,03114,,,2099,90,23,,,,,permanent ice,,,,Barović et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00014-0,,
Montenegro,,Prokletije Mountains,Aladdin's Cave,,03149,,,1960,156,16,,,,,permanent ice,,,,Barović et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00014-0,,
Montenegro,,Prokletije Mountains,Bolt from the Blue Cave,,03146,,,1930,307,45,,,,,permanent ice,,,,Barović et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00014-0,,
Montenegro,,Prokletije Mountains,Ice Dragon Cave,,03003,,,1881,396,183,,,,,permanent ice,,,,Barović et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00014-0,,
North Macedonia,,Jakupica Mt.,Solunska Glava 5,,,41.68301,21.38879,2240,400,370,,,,,permanent ice,large ice and snow deposit,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Jakupica Mt.,Lednik (Ledenik),,,41.68577,21.38723,2135, >240,240,,,,,permanent ice,large ice and snow deposit,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Jakupica Mt.,Slovačka Jama,,,41.74017,21.34207,2241,2620,610,,,,,permanent ice,large ice and snow deposit,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Jakupica Mt.,Solunska Jama,,,41.71779,21.39363,2340,398,274,,,,,permanent ice,large snow and ice deposit,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Jakupica Mt.,K12,,,41.73977,21.33535,2240,60,60,,,,,,pit ending with ice and snow plug,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Jakupica Mt.,Ledomorna (Ľadomorňa),,,41.7537,21.3434,2153,27,27,,,,,,pit ending with ice and snow plug,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Jakupica Mt.,Snežna Jama,,,41.71014,21.38912,2160,50,50,,,,,,pit ending with ice and snow plug,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Jakupica Mt.,Mirska Voda 1,,,41.77585,21.28765,2107,59,51,,,,,,pit ending with snow plug,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Jakupica Mt.,Milenkov Kamen 2,,,41.7663,21.29257,2107,48,47,,,,,,pit ending with snow plug,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Jakupica Mt.,Milenkov Kamen 3,,,41.76483,21.29208,2071,64,53,,,,,,pit ending with snow plug,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Jakupica Mt.,Snežana (Snehulienka),,,41.75771,21.34636,2164,194,58,,,,,,small cave with passage covered by small snow and ice deposit,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Jakupica Mt.,Ovča Propast (Ovčia Priepasť),,,41.73887,21.36837,2293,47,41,,,,,,small cave with passage covered by small snow deposit,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Jakupica Mt.,Sončeva Propast (Slnečný Golem),,,41.72268,21.38436,2325,45,15,,,,,,small cave with passage covered by small snow deposit,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Jakupica Mt.,Tečko,,,41.74797,21.35497,2189,18,14,,,,,,small cave with passage covered by small snow deposit,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Jakupica Mt.,Alena (Igelity),,,41.72582,21.35726,2131,114,17,,,,,periodic ice,seasonal ice formations,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Jakupica Mt.,Ledena Peštera,,,41.86772,21.28486,991,,,,,,,periodic ice,seasonal ice formations,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Krčin Mt.,SLO-K1,,,41.6,20.6,1900-2100,89,59,,,,,,small cave with passage covered by small snow deposit,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Krčin Mt.,SLO-K4,,,41.6,20.6,,73,53,,,,,,small cave with passage covered by small snow deposit,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Krčin Mt.,SLO-K6,,,41.6,20.6,,44,38,,,,,,pit ending with snow plug,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Krčin Mt.,SLO-K7,,,41.6,20.6,,37,37,,,,,,pit ending with snow plug,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Krčin Mt.,SLO-K8,,,41.6,20.6,,41,37,,,,,,pit ending with snow plug,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Krčin Mt.,SLO-K9,,,41.6,20.6,,71,32,,,,,,pit ending with snow plug,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Krčin Mt.,SLO-K10,,,41.6,20.6,,15,15,,,,,,pit ending with snow plug,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Krčin Mt.,SLO-K11-12,,,41.6,20.6,,99,53,,,,,permanent ice,pit ending with snow and ice plug,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
North Macedonia,,Krčin Mt.,SLO-K13,,,41.6,20.6,,28,24,,,,,,pit ending with snow plug,,,Temovski (2018) https://doi.org/10.1016/B978-0-12-811739-2.00022-X,,
Norway,,,Svarthammarhola,,,,,295 upper entrance; 245 lower entrance,,,2,,,,permanent ice,age of ice <650 years,,,Lauritzen et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00023-1,,
